,title,price,registration,km,displacement,hp,fuel,transmission,category,location,link,brand,town,model
3842,  Dacia Duster '21 '21 DIESEL - EURO 6,17000,03/2021,19000,1500,95,Diesel,Manual,4x4/Jeep/Suv, XAIDARI 12461,https://www.car.gr/classifieds/cars/view/327016730-dacia-duster?lang=en,Dacia,XAIDARI,Unknown
3843,  Dacia Sandero '17 '17 EURO 6,10900,07/2017,70000,1000,70,Petrol,Manual,Compact/Hatchback, XAIDARI 12461,https://www.car.gr/classifieds/cars/view/327001418-dacia-sandero?lang=en,Dacia,XAIDARI,Unknown
3844,  Hyundai Kona '19 '19 DIESEL - EURO 6,19800,03/2019,51000,1600,116,Diesel,Manual,4x4/Jeep/Suv, XAIDARI 12461,https://www.car.gr/classifieds/cars/view/327001411-hyundai-kona?lang=en,Hyundai,XAIDARI,Kona
3845,  Mercedes-Benz A 160 '12 ΑΥΤΟΜΑΤΟ-DIESEL/ ΤΕΛΗ 240 ΕΥΡΩ,13800,05/2012,84000,1991,109,Diesel,Automatic,Compact/Hatchback, XAIDARI 12461,https://www.car.gr/classifieds/cars/view/327001410-mercedes-benz-a-160?lang=en,Mercedes-benz,XAIDARI,A 160
3846,  Mercedes-Benz Citan '19 '19 LANG - EURO 6,13800,02/2019,61000,1500,75,Diesel,Manual,Commercial Passenger, XAIDARI 12461,https://www.car.gr/classifieds/cars/view/327001407-mercedes-benz-citan?lang=en,Mercedes-benz,XAIDARI,Unknown
3847,  Nissan Qashqai '17 '17 ΓΡΑΠΤΗ ΕΓΓΥΗΣΗ 2 ΧΡΟΝΙΑ!!!,20800,02/2017,151000,1500,110,Diesel,Manual,4x4/Jeep/Suv, XAIDARI 12461,https://www.car.gr/classifieds/cars/view/327001399-nissan-qashqai?lang=en,Nissan,XAIDARI,Qashqai
3848,  Opel Crossland '17  '17 DIESEL - EURO 6 (ΜΕ ΦΠΑ),16900,10/2017,78000,1560,100,Diesel,Manual,Compact/Hatchback, XAIDARI 12461,https://www.car.gr/classifieds/cars/view/327001397-opel-crossland?lang=en,Opel,XAIDARI,Crossland
3849,  Opel Meriva '09 '09 DIESEL-FULL EXTRA,7800,05/2009,186000,1700,130,Diesel,Manual,Compact/Hatchback, XAIDARI 12461,https://www.car.gr/classifieds/cars/view/327001396-opel-meriva?lang=en,Opel,XAIDARI,Meriva
3850,  Porsche Cayenne '05 3.2 TIPTRONIC GEORGIADIS CARS,13400,01/2005,170000,3200,290,Petrol,Automatic,4x4/Jeep/Suv, NIKAIA 18454,https://www.car.gr/classifieds/cars/view/330759952-porsche-cayenne?lang=en,Porsche,NIKAIA,Cayenne
3851,  Ferrari 360 '00 CAPRISTO GEORGIADIS CARS,75000,01/2000,99000,3600,400,Petrol,Automatic,Coupe-Sport, NIKAIA 18454,https://www.car.gr/classifieds/cars/view/330759925-ferrari-360?lang=en,Ferrari,NIKAIA,Unknown
3852,  Mercedes-Benz E 220 '16 AVANTGARDE LED XENON GEORGIADIS CARS,37000,08/2016,99000,2000,195,Diesel,Automatic,Limousine/Sedan, NIKAIA 18454,https://www.car.gr/classifieds/cars/view/330759896-mercedes-benz-e-220?lang=en,Mercedes-benz,NIKAIA,E 220
3853,  Mercedes-Benz CL 500 '07 KOMPRESSOR FULL EXTRA ΔΩΡΟ ΤΕΛΗ 23 GEORGIADIS CARS,30990,04/2007,115000,5000,390,Petrol,Automatic,Coupe-Sport, NIKAIA 18454,https://www.car.gr/classifieds/cars/view/330759880-mercedes-benz-cl-500?lang=en,Mercedes-benz,NIKAIA,Unknown
3854,  Bmw X3 '12 PANORAMA FACELIFT GEORGIADIS CARS,20999,09/2012,94000,2000,150,Petrol,Automatic,4x4/Jeep/Suv, NIKAIA 18454,https://www.car.gr/classifieds/cars/view/330759841-bmw-x3?lang=en,Bmw,NIKAIA,X3
3855,  Jeep Renegade '18 SPORT GEORGIADIS CARS,19500,05/2018,65000,1600,120,Diesel,Manual,4x4/Jeep/Suv, NIKAIA 18454,https://www.car.gr/classifieds/cars/view/330759832-jeep-renegade?lang=en,Jeep,NIKAIA,Renegade
3856,  Mercedes-Benz S 280 '07 ΔΩΡΟ ΤΕΛΗ 2023 GEORGIADIS CARS,20000,04/2007,199000,3000,224,Petrol,Automatic,Limousine/Sedan, NIKAIA 18454,https://www.car.gr/classifieds/cars/view/330759811-mercedes-benz-s-280?lang=en,Mercedes-benz,NIKAIA,S 280
3857,  Opel Vectra '07 GTS 1.8 5ΠΡΤΟ-ΟΛΟΚΑΙΝΟΥΡΓΙΟ-ΔΕΚΤΕΣ  ΑΝΤΑΛΛΑΓΕΣ,6900,06/2007,139000,1800,145,Petrol,Manual,Limousine/Sedan, ATHINA 11141,https://www.car.gr/classifieds/cars/view/324228904-opel-vectra?lang=en,Opel,ATHINA,GT
3858,  Fiat Punto '00  1.2 16V Sporting ΑΡΙΣΤΟ/ΑΝΤΑΛΛΑΓΕΣ ΔΕΚΤΕΣ,2900,01/2000,2000,1200,90,Petrol,Manual,Compact/Hatchback, ATHINA 11141,https://www.car.gr/classifieds/cars/view/331138115-fiat-punto?lang=en,Fiat,ATHINA,Punto
3859,  Audi TT '16 1.8 BLACK EDITION ,36500,08/2016,109000,1798,180,Petrol,Manual,Coupe-Sport, PATRA 26500,https://www.car.gr/classifieds/cars/view/315339628-audi-tt?lang=en,Audi,PATRA,TT
3860,  Renault R 19 '94 BACCARA.180ΗΡ.ΑΡΙΣΤΟ.ΣΥΛΛΕΚΤΙΚΟ.ΑΝΤΑΛΛΑΓΕΣ ΔΕΚΤΕΣ,4900,06/1994,190000,1800,180,Petrol,Manual,Coupe-Sport, ATHINA 11141,https://www.car.gr/classifieds/cars/view/21182710-renault-r-19?lang=en,Renault,ATHINA,Unknown
3861,  Fiat Coupe '96 350 HP/ΑΝΤΑΛΛΑΓΕΣ ΔΕΚΤΕΣ  ,7900,06/1996,244000,1998,350,Petrol,Manual,Coupe-Sport, ATHINA 11141,https://www.car.gr/classifieds/cars/view/33853598-fiat-coupe?lang=en,Fiat,ATHINA,Coupe
3862,  Hyundai i 20 '18 <DANOS CARS> 1.2 ΑΡΙΣΤΟ FOUL EXTRA,12500,03/2018,77363,1200,75,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/327798216-hyundai-i-20?lang=en,Hyundai,DRAMA,Unknown
3863,  Honda Civic '96 ΔΕΚΤΕΣ ΑΝΤΑΛΛΑΓΕΣ,2900,01/1996,250000,1400,110,Petrol,Manual,Limousine/Sedan, ATHINA 11141,https://www.car.gr/classifieds/cars/view/320843329-honda-civic?lang=en,Honda,ATHINA,Civic
3864,  Volkswagen Polo '14 <DANOS CARS> 1.4 TDI ,9500,10/2014,129295,1400,75,Diesel,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/326578717-volkswagen-polo?lang=en,Volkswagen,DRAMA,Polo
3865,  Opel Astra '18 <DANOS CARS> 1.6 CDTI 135 HP,13500,11/2018,132170,1600,135,Diesel,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/330476140-opel-astra?lang=en,Opel,DRAMA,Astra
3866,  Volkswagen Polo '14 <DANOS CARS> 1.4 DIESEL ΑΡΙΣΤΟ,9000,01/2014,127300,1400,75,Diesel,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/330291048-volkswagen-polo?lang=en,Volkswagen,DRAMA,Polo
3867,  Alfa Romeo GT '04 ΔΕΚΤΕΣ ΑΝΤΑΛΛΑΓΕΣ,13900,06/2004,140000,3200,250,Petrol,Manual,Coupe-Sport, ATHINA 11141,https://www.car.gr/classifieds/cars/view/314862053-alfa-romeo-gt?lang=en,Alfa romeo,ATHINA,GT
3868,  Mercedes-Benz SLK 200 '07 slk 200,11500,01/2007,195000,1800,163,Petrol,Automatic,Convertible/Roadster, DRAMA 66100,https://www.car.gr/classifieds/cars/view/325459429-mercedes-benz-slk-200?lang=en,Mercedes-benz,DRAMA,SL
3869,  Ford Fiesta '15 <DANOS CARS> 1.5 DIESEL ΑΡΙΣΤΟ,8000,04/2015,126360,1500,95,Diesel,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/330041144-ford-fiesta?lang=en,Ford,DRAMA,Fiesta
3870,  Mercedes-Benz Sprinter '99 <DANOS CARS> 312D 4X4,11000,01/1999,323000,2874,120,Diesel,Manual,Van/Mini Bus, DRAMA 66100,https://www.car.gr/classifieds/cars/view/328973370-mercedes-benz-sprinter?lang=en,Mercedes-benz,DRAMA,Unknown
3871,  Ford Transit Connect '17 <DANOS CARS> 1.0 ECOBOOST ,12000,02/2017,88200,100000,100,Petrol,Manual,Van/Mini Bus, DRAMA 66100,https://www.car.gr/classifieds/cars/view/330540940-ford-transit-connect?lang=en,Ford,DRAMA,Transit
3872,  Bmw X6 '17 <DANOS CARS> 3.0 X-DRIVE,65000,05/2017,141871,3000,258,Diesel,Automatic,4x4/Jeep/Suv, DRAMA 66100,https://www.car.gr/classifieds/cars/view/327184660-bmw-x6?lang=en,Bmw,DRAMA,X6
3873,  Hyundai i 10 '19 <DANOS CARS> 1.0 FOYL EXTRA ΣΑΝ ΚΑΙΝΟΥΡΓΙΟ,11000,02/2019,30149,1000,70,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/328845858-hyundai-i-10?lang=en,Hyundai,DRAMA,Unknown
3874,  Nissan Qashqai '18 <DANOS CARS> 1.2 115HP ΑΡΙΣΤΟ,21000,07/2018,58130,1200,115,Petrol,Manual,4x4/Jeep/Suv, DRAMA 66100,https://www.car.gr/classifieds/cars/view/325865022-nissan-qashqai?lang=en,Nissan,DRAMA,Qashqai
3875,  Ford Fiesta '21 <DANOS CARS>ΑΥΤΟΜΑΤΟ ΠΑΡΚΑΡΙΣΜΑ ΣΑΝ ΚΑΙΝΟΥΡΓΙΟ,17000,03/2021,6002,1000,100,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/331258414-ford-fiesta?lang=en,Ford,DRAMA,Fiesta
3876,  Renault Clio '15 <DANOS CARS> 1.5 DCI ΑΡΙΣΤΟ,8000,12/2015,132000,1500,90,Diesel,Manual,Combi/Caravan, DRAMA 66100,https://www.car.gr/classifieds/cars/view/330454899-renault-clio?lang=en,Renault,DRAMA,Clio
3877,  Volkswagen Polo '05 <DANOS CARS> 1.4 1 ΧΕΡΙ,3500,01/2005,188000,1400,75,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/330918860-volkswagen-polo?lang=en,Volkswagen,DRAMA,Polo
3878,"  Kia Ceed '19 <DANOS CARS> 1.6 DIESEL""FULL EXTRA""ΜΕ 7ΕΤΗ ΕΓΓΥΗΣΗ",21000,07/2019,162492,1598,115,Diesel,Automatic,Combi/Caravan, DRAMA 66100,https://www.car.gr/classifieds/cars/view/328016299-kia-ceed?lang=en,Kia,DRAMA,Ceed
3879,  Hyundai Coupe '00 TURBO/200HP/ΔΕΚΤΕΣ ΑΝΤΑΛΛΑΓΕΣ,4900,06/2000,210000,1600,200,Petrol,Manual,Coupe-Sport, ATHINA 11141,https://www.car.gr/classifieds/cars/view/31683185-hyundai-coupe?lang=en,Hyundai,ATHINA,Coupe
3880,  Hyundai i 20 '19 <DANOS CARS> 1.2 ACTIVE ,12900,12/2019,63890,1200,75,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/326232830-hyundai-i-20?lang=en,Hyundai,DRAMA,Unknown
3881,  Dacia Duster '21 <DANOS CARS>1.5 ΔΕΡΜΑΤΙΝΑ ΚΑΘΙΣΜΑΤΑ-ΚΑΜΕΡΑ,21000,06/2021,75998,1500,115,Diesel,Manual,4x4/Jeep/Suv, DRAMA 66100,https://www.car.gr/classifieds/cars/view/330359837-dacia-duster?lang=en,Dacia,DRAMA,Unknown
3882,  Volkswagen Amarok '11 DIESEL,18500,01/2011,115000,2000,163,Diesel,Manual,Crew Cab/Pickup, DRAMA 66100,https://www.car.gr/classifieds/cars/view/327589854-volkswagen-amarok?lang=en,Volkswagen,DRAMA,Amarok
3883,  Fiat Punto '13 <DANOS CARS> 1.3 DIESEL ΑΡΙΣΤΟ,6500,01/2013,148183,1248,75,Diesel,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/331139988-fiat-punto?lang=en,Fiat,DRAMA,Punto
3884,  Volkswagen Polo '15 ΔΕΣΜΕΥΤΗΚΕ,9900,05/2015,112170,1400,75,Diesel,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/325915565-volkswagen-polo?lang=en,Volkswagen,DRAMA,Polo
3885,  Opel Corsa '15 <DANOS CARS> ΑΡΙΣΤΟ DIESEL,9000,01/2015,107800,1248,90,Diesel,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/330290910-opel-corsa?lang=en,Opel,DRAMA,Corsa
3886,  Renault Clio '19 <DANOS CARS> 900CC 90HP ΑΡΙΣΤΟ,11500,01/2019,136000,900000,90,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/330292395-renault-clio?lang=en,Renault,DRAMA,Clio
3887,  Hyundai i 20 '16 <DANOS CARS> 1.2 DIESEL ΑΡΙΣΤΟ,9900,01/2016,146232,1200,75,Diesel,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/327361064-hyundai-i-20?lang=en,Hyundai,DRAMA,Unknown
3888,  Volkswagen Polo '18 <DANOS CARS> 1.6 DIESEL ΑΡΙΣΤΟ,14500,01/2018,154000,1598,90,Diesel,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/325977116-volkswagen-polo?lang=en,Volkswagen,DRAMA,Polo
3889,  Opel Astra '17 <DANOS CARS> 1.0 AYTOMATO,14500,03/2017,142980,1000,105,Petrol,Automatic,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/324038182-opel-astra?lang=en,Opel,DRAMA,Astra
3890,  Peugeot 108 '16 <DANOS CARS> 1.0 ,7800,12/2016,142000,1000,68,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/318925305-peugeot-108?lang=en,Peugeot,DRAMA,108
3891,  Audi A1 '12 <DANOS CARS> 1.2 TFSI ΑΡΙΣΤΟ,12900,05/2012,115065,1200,86,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/328442656-audi-a1?lang=en,Audi,DRAMA,A1
3892,  Renault Clio '15  <DANOS CARS> ΑΡΙΣΤΟ ,8900,01/2015,127000,1500,90,Diesel,Manual,Combi/Caravan, DRAMA 66100,https://www.car.gr/classifieds/cars/view/322780573-renault-clio?lang=en,Renault,DRAMA,Clio
3893,  Nissan Qashqai '19 1.5dCi Techna Plus+ Δέρμα Navi Οθόνη° LM 19' Euro6,23799,01/2019,82324,1500,110,Diesel,Manual,4x4/Jeep/Suv, LARISA 41336,https://www.car.gr/classifieds/cars/view/330589482-nissan-qashqai?lang=en,Nissan,LARISA,Qashqai
3894,  Bmw 320 '02 <DANOS CARS> E46 2.0 DIESEL,2500,01/2002,520000,2000,150,Diesel,Manual,Limousine/Sedan, DRAMA 66100,https://www.car.gr/classifieds/cars/view/318926092-bmw-320?lang=en,Bmw,DRAMA,320
3895,  Citroen C3 '18 bluehdi <<ΑΡΙΣΤΟ>>,11500,01/2018,133600,1600,100,Diesel,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/325459566-citroen-c3?lang=en,Citroen,DRAMA,C3
3896,  Dacia Sandero '14 <DANOS CARS>STEPWAY 900cc 90HP,9500,10/2014,169635,900000,90,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/328825040-dacia-sandero?lang=en,Dacia,DRAMA,Unknown
3897,  Volkswagen Caddy '16 <DANOS CARS> 2.0 ΑΡΙΣΤΟ,13500,08/2016,115300,2000,75,Diesel,Manual,Van/Mini Bus, DRAMA 66100,https://www.car.gr/classifieds/cars/view/326852634-volkswagen-caddy?lang=en,Volkswagen,DRAMA,Caddy
3898,  Skoda Octavia '15  1.2 TSI Ambition,12500,03/2015,138000,1197,105,Petrol,Manual,Limousine/Sedan, PATRA 26442,https://www.car.gr/classifieds/cars/view/330465517-skoda-octavia?lang=en,Skoda,PATRA,Octavia
3899,  Suzuki SX4 S-Cross '14 1.6  DDiS GLX Comfor+ Plus Οθόνη Navi LM 17'',13799,11/2014,122234,1600,120,Diesel,Manual,4x4/Jeep/Suv, LARISA 41336,https://www.car.gr/classifieds/cars/view/329648827-suzuki-sx4-s-cross?lang=en,Suzuki,LARISA,SX4
3900,  Audi Q7 '12 Q7 3.0TFSI Quattro Exclusive S-Line 7/Θέσεις 20',24899,01/2012,198421,3000,256,Petrol,Automatic,4x4/Jeep/Suv, LARISA 41336,https://www.car.gr/classifieds/cars/view/327045485-audi-q7?lang=en,Audi,LARISA,Q7
3901,  Mercedes-Benz CLA 180 '15 ΔΕΣΜΕΥΤΗΚΕ,25000,01/2015,186000,1600,160,Petrol,Automatic,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/318845031-mercedes-benz-cla-180?lang=en,Mercedes-benz,DRAMA,CLA
3902,  Citroen C3 '15 <DANOS CARS> 1.2 ΑΡΙΣΤΟ,7900,05/2015,155214,1200,75,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/322543954-citroen-c3?lang=en,Citroen,DRAMA,C3
3903,  Nissan Micra '17 <DANOS CARS>  <<ΑΡΙΣΤΟ>>,8500,03/2017,80000,1200,80,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/325722706-nissan-micra?lang=en,Nissan,DRAMA,Micra
3904,  Fiat Panda '12 <DANOS CARS> 1.2 ΑΡΙΣΤΟ,8000,04/2012,131000,1200,75,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/326620426-fiat-panda?lang=en,Fiat,DRAMA,Panda
3905,  Honda CR-V '15  1.6 i-DTEC Τιμή για Τριτεκνους & Πολύτεκνος,15699,02/2015,92421,1597,120,Diesel,Manual,4x4/Jeep/Suv, LARISA 41336,https://www.car.gr/classifieds/cars/view/329363094-honda-cr-v?lang=en,Honda,LARISA,CR-V
3906,  Renault Captur '16 1.5dCi XMOD Helly Hansen Αυτόματο LM 17',15499,01/2016,100878,1461,90,Diesel,Automatic,4x4/Jeep/Suv, LARISA 41336,https://www.car.gr/classifieds/cars/view/326555934-renault-captur?lang=en,Renault,LARISA,Captur
3907,  Mercedes-Benz A 140 '98 <DANOS CARS> 1.4 ,1600,01/1998,195000,1400,85,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/30906050-mercedes-benz-a-140?lang=en,Mercedes-benz,DRAMA,A 140
3908,  Mini Clubman '11 R55 1.6 Cooper Clubman Έκδοση Business Line LM17',11499,01/2011,219825,1600,122,Petrol,Manual,Compact/Hatchback, LARISA 41336,https://www.car.gr/classifieds/cars/view/331294955-mini-clubman?lang=en,Mini,LARISA,Clubman
3909,  Renault Kangoo '12,7000,06/2012,117250,1500,90,Diesel,Manual,Van/Mini Bus, DRAMA 66100,https://www.car.gr/classifieds/cars/view/320711071-renault-kangoo?lang=en,Renault,DRAMA,Kangoo
3910,  Opel Agila '08 <DANOS CARS> 1.2 ΑΡΙΣΤO,7000,02/2008,95010,1200,75,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/324904898-opel-agila?lang=en,Opel,DRAMA,Agila
3911,  Nissan X-Trail '13  2.0 dCi XE 4x4,14500,03/2013,198000,2000,150,Diesel,Manual,4x4/Jeep/Suv, GEROLIMENA 23071,https://www.car.gr/classifieds/cars/view/327037530-nissan-x-trail?lang=en,Nissan,GEROLIMENA,X-Trail
3912,  Honda Civic '14  1.6i-DTEC Lifestyle Bi-Xenon Navi Οθόνη LM 17',13799,02/2014,121298,1600,120,Diesel,Manual,Compact/Hatchback, LARISA 41336,https://www.car.gr/classifieds/cars/view/330982583-honda-civic?lang=en,Honda,LARISA,Civic
3913,  Citroen C1 '17 <DANOS CARS> 1.0 CABRIO,9500,07/2017,120156,1000,68,Petrol,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/326998977-citroen-c1?lang=en,Citroen,DRAMA,C1
3914,  Renault Clio '15 1.5dCi Intens GT Line Pack Νavi Οθόνη/ΧΧL LM 16 ,11699,04/2015,122549,1461,90,Diesel,Manual,Combi/Caravan, LARISA 41336,https://www.car.gr/classifieds/cars/view/330754594-renault-clio?lang=en,Renault,LARISA,Clio
3915,  Ford C-Max '12 1.6TDCi Grand C-Max Trend+ Plus 7/Θέσεις LM 17',10499,04/2012,124712,1560,115,Diesel,Manual,Limousine/Sedan, LARISA 41336,https://www.car.gr/classifieds/cars/view/327659053-ford-c-max?lang=en,Ford,LARISA,C-Max
3916,  Smart ForTwo '04 ΑΡΙΣΤΟ !!! ΔΕΚΤΕΣ ΑΝΤΑΛΛΑΓΕΣ,3400,06/2004,138000,700000,55,Petrol,Automatic,Coupe-Sport, ATHINA 11141,https://www.car.gr/classifieds/cars/view/326655785-smart-fortwo?lang=en,Smart,ATHINA,ForTwo
3917,"  Mini Cooper '15 F56 1,2 Turbo JCW Premium Plus Πανόραμα Euro6",13799,01/2015,159825,1200,102,Petrol,Manual,Compact/Hatchback, LARISA 41336,https://www.car.gr/classifieds/cars/view/328744885-mini-cooper?lang=en,Mini,LARISA,Cooper
3918,  Nissan Qashqai '09 1.5dCi I-Way+ Plus LM16',9499,01/2009,228293,1598,131,Diesel,Manual,4x4/Jeep/Suv, LARISA 41336,https://www.car.gr/classifieds/cars/view/330687597-nissan-qashqai?lang=en,Nissan,LARISA,Qashqai
3919,  Honda Civic '16  1.6i-DTEC Lifestyle Bi-Xenon Navi° Οθόνη LM 17' ,16499,02/2016,83531,1600,120,Diesel,Manual,Compact/Hatchback, LARISA 41336,https://www.car.gr/classifieds/cars/view/330451157-honda-civic?lang=en,Honda,LARISA,Civic
3920,  Citroen C4 Aircross '15 1.6 HDi Iιμή για Τριτεκνους & Πολύτεκνους,12480,03/2015,121273,1600,114,Diesel,Manual,4x4/Jeep/Suv, LARISA 41336,https://www.car.gr/classifieds/cars/view/325332816-citroen-c4-aircross?lang=en,Citroen,LARISA,C4 Aircross
3921,  Smart ForTwo '10 mhd pulse υδραυλικό τιμόνι ,5200,01/2010,200000,1000,71,Petrol,Automatic,Compact/Hatchback, XAIDARI 12461,https://www.car.gr/classifieds/cars/view/328426957-smart-fortwo?lang=en,Smart,XAIDARI,ForTwo
3922,  Mercedes-Benz ML 320 '07 Cdi w164,14900,02/2007,220500,2980,225,Diesel,Automatic,4x4/Jeep/Suv, XAIDARI 12461,https://www.car.gr/classifieds/cars/view/324923148-mercedes-benz-ml-320?lang=en,Mercedes-benz,XAIDARI,ML
3923,  Seat Ibiza '14,7800,11/2014,159450,1200,75,Diesel,Manual,Compact/Hatchback, AIANTEIO 18903,https://www.car.gr/classifieds/cars/view/328428951-seat-ibiza?lang=en,Seat,AIANTEIO,Ibiza
3924,  Mercedes-Benz GL 450 '10  CDI 4MATIC 7G-TRONIC,25000,10/2010,266000,3996,350,Diesel,Automatic,4x4/Jeep/Suv, KALLITHEA 17672,https://www.car.gr/classifieds/cars/view/318905765-mercedes-benz-gl-450?lang=en,Mercedes-benz,KALLITHEA,GL
3925,  Suzuki Grand Vitara '01 16 V με ανάρτηση +5 εκατοστά,4500,07/2001,192000,1600,110,Petrol,Manual,4x4/Jeep/Suv, THESSALONIKI 54638,https://www.car.gr/classifieds/cars/view/330979263-suzuki-grand-vitara?lang=en,Suzuki,THESSALONIKI,Grand Vitara
3926,  Hyundai Tucson '21 1.6Τ 48V Hybrid 150hp EXCLUSIVE,28000,02/2021,12600,1600,150,Petrol,Manual,4x4/Jeep/Suv, VOLOS 38223,https://www.car.gr/classifieds/cars/view/330988764-hyundai-tucson?lang=en,Hyundai,VOLOS,Tucson
3927,  Bmw 316 '05,5000,10/2005,217000,1600,115,Petrol,Manual,Limousine/Sedan, NEA IWNIA 14231,https://www.car.gr/classifieds/cars/view/331377637-bmw-316?lang=en,Bmw,NEA IWNIA,316
3928,  Toyota Corolla '09 1,6500,06/2009,160000,1400,101,Petrol,Manual,Limousine/Sedan, AIANTEIO 18903,https://www.car.gr/classifieds/cars/view/330568491-toyota-corolla?lang=en,Toyota,AIANTEIO,Corolla
3929,  Honda Civic '09  Type-R,18000,01/2009,163000,1998,470,Petrol,Manual,Coupe-Sport, PTOLEMAIDA 50200,https://www.car.gr/classifieds/cars/view/328850528-honda-civic?lang=en,Honda,PTOLEMAIDA,Civic
3930,  Audi S5 '08,24500,03/2008,83150,4200,355,Petrol,Manual,Coupe-Sport, ATHINA 11855,https://www.car.gr/classifieds/cars/view/316960884-audi-s5?lang=en,Audi,ATHINA,S5
3931,  Mercedes-Benz Vito '13,13800,02/2013,265000,2200,136,Diesel,Manual,Van/Mini Bus, ZWGRAFOS 15772,https://www.car.gr/classifieds/cars/view/331002670-mercedes-benz-vito?lang=en,Mercedes-benz,ZWGRAFOS,Vito
3932,  Bmw 320 '07 M-PACK,14300,11/2007,155000,2000,170,Petrol,Manual,Coupe-Sport, ASVESTOXWRI 57010,https://www.car.gr/classifieds/cars/view/330466665-bmw-320?lang=en,Bmw,ASVESTOXWRI,320
3933,  Cupra Formentor '21 VZ AWD 310ps Dsg3 ,43800,03/2021,15300,1984,310,Petrol,Automatic,4x4/Jeep/Suv, ALIMOS 17455,https://www.car.gr/classifieds/cars/view/327805032-cupra-formentor?lang=en,Cupra,ALIMOS,Unknown
3934,  Renault Clio '16 1.2 Energy TCe Automatic,13400,08/2016,24300,1197,120,Petrol,Automatic,Compact/Hatchback, THESSALONIKI 54642,https://www.car.gr/classifieds/cars/view/331373107-renault-clio?lang=en,Renault,THESSALONIKI,Clio
3935,  Renault Captur '17 1.5 dCi Automatic,15600,03/2017,81600,1461,90,Diesel,Automatic,4x4/Jeep/Suv, THESSALONIKI 54642,https://www.car.gr/classifieds/cars/view/331373002-renault-captur?lang=en,Renault,THESSALONIKI,Captur
3936,  Ford B-Max '16,11700,01/2016,35500,1500,105,Diesel,Manual,Compact/Hatchback, KORYDALLOS 18122,https://www.car.gr/classifieds/cars/view/330574892-ford-b-max?lang=en,Ford,KORYDALLOS,B-Max
3937,  Volkswagen Golf '06  1.4 TSI Sportline,13000,12/2006,156923,1390,227,Petrol,Manual,Coupe-Sport, ZAKYNTHOS 29100,https://www.car.gr/classifieds/cars/view/329700720-volkswagen-golf?lang=en,Volkswagen,ZAKYNTHOS,Golf
3938,  Nissan Qashqai '18 1ο χέρι full extra ,21900,01/2018,69000,1200,120,Petrol,Manual,4x4/Jeep/Suv, GLYFADA 16675,https://www.car.gr/classifieds/cars/view/331320448-nissan-qashqai?lang=en,Nissan,GLYFADA,Qashqai
3939,  Hyundai i 10 '19 1.0*67PS*EURO6*ΟΘΟΝΗ - 18.873km,10990,01/2019,18873,1000,67,Petrol,Manual,Compact/Hatchback, ATHINA 10442,https://www.car.gr/classifieds/cars/view/331368071-hyundai-i-10?lang=en,Hyundai,ATHINA,Unknown
3940,  Jeep Renegade '22 Limited ,25000,02/2022,19000,1300,150,Petrol,Automatic,4x4/Jeep/Suv, XALKIDA 34100,https://www.car.gr/classifieds/cars/view/331010182-jeep-renegade?lang=en,Jeep,XALKIDA,Renegade
