,title,price,registration,km,displacement,hp,fuel,transmission,category,location,link,brand,town,model
2150,  Opel Astra '16  1.6 CDTI Innovation-88.100χλμ,14990,01/2016,88100,1600,135,Diesel,Manual,Compact/Hatchback, AXARNES 13671,https://www.car.gr/classifieds/cars/view/329257713-opel-astra?lang=en,Opel,AXARNES,Astra
2151,  Mazda 2 '15  EXCLUSIVE-line SKYACTIV-D 105,12999,09/2015,97900,1500,105,Diesel,Manual,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/330755940-mazda-2?lang=en,Mazda,THERMI,2
2152,  Renault Clio '18  dCi 90 Limited,12990,09/2018,83100,1500,90,Diesel,Manual,Compact/Hatchback, AXARNES 13671,https://www.car.gr/classifieds/cars/view/329467076-renault-clio?lang=en,Renault,AXARNES,Clio
2153,  Citroen C3 Aircross '18  PureTech 110 Stop&Start ,16000,03/2018,45000,1200,110,Petrol,Manual,4x4/Jeep/Suv, AXARNES 13671,https://www.car.gr/classifieds/cars/view/329468918-citroen-c3-aircross?lang=en,Citroen,AXARNES,C3 Aircross
2154,  Opel Corsa '17 Corsa '17 1.3 ECOTEC Diesel Start&Stop Selection,9900,04/2017,120000,1248,96,Diesel,Manual,Compact/Hatchback, THESSALONIKI 54248,https://www.car.gr/classifieds/cars/view/327805120-opel-corsa?lang=en,Opel,THESSALONIKI,Corsa
2155,  Volkswagen Polo '18  1.4 TDI MATCH-NAVI,12490,02/2018,97800,1422,90,Diesel,Manual,Compact/Hatchback, AXARNES 13671,https://www.car.gr/classifieds/cars/view/329255609-volkswagen-polo?lang=en,Volkswagen,AXARNES,Polo
2156,  Alfa Romeo Giulietta '12 1.4 AUTOMATIC 170PS,13500,01/2012,129700,1400,170,Petrol,Automatic,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/327353307-alfa-romeo-giulietta?lang=en,Alfa romeo,THERMI,Unknown
2157,  Nissan Primera '04,2500,01/2004,200000,1800,145,Petrol,Manual,Limousine/Sedan, PALAIO FALIRO 17563,https://www.car.gr/classifieds/cars/view/330561386-nissan-primera?lang=en,Nissan,PALAIO FALIRO,Primera
2158,  Opel Corsa '17 ΧΕΝΟΝ*LANE ASSIST*HILL ASSIST*ACC*CLIMA*NAVI,10900,05/2017,115000,1248,96,Diesel,Manual,Limousine/Sedan, THESSALONIKI 54248,https://www.car.gr/classifieds/cars/view/325464450-opel-corsa?lang=en,Opel,THESSALONIKI,Corsa
2159,  Mercedes-Benz A 160 '10  Special Edition Avantgarde Autotronic,6500,05/2010,200000,2000,120,Diesel,Automatic,Limousine/Sedan, THESSALONIKI 54248,https://www.car.gr/classifieds/cars/view/326058287-mercedes-benz-a-160?lang=en,Mercedes-benz,THESSALONIKI,A 160
2160,  Opel Adam '17 S ΕΠΕΤΕΙΑΚΟ 059/100,14999,01/2017,74000,1400,150,Petrol,Manual,Coupe-Sport, THERMI 57001,https://www.car.gr/classifieds/cars/view/329466313-opel-adam?lang=en,Opel,THERMI,Adam
2161,  Renault Megane '10  NAVI 110hp 2σετ ζαντολάστιχα,7999,01/2010,155500,1500,110,Diesel,Manual,Combi/Caravan, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/326246664-renault-megane?lang=en,Renault,PYLAIA,Megane
2162,  Citroen C4 Cactus '18  BlueHDi 100 Stop&Start ,14990,06/2018,80850,1560,100,Diesel,Manual,4x4/Jeep/Suv, AXARNES 13671,https://www.car.gr/classifieds/cars/view/329327450-citroen-c4-cactus?lang=en,Citroen,AXARNES,C4 Cactus
2163,  Mitsubishi Colt '06 Czt,6500,01/2006,217000,1468,240,Petrol,Manual,Coupe-Sport, PALAIO FALIRO 17563,https://www.car.gr/classifieds/cars/view/331328233-mitsubishi-colt?lang=en,Mitsubishi,PALAIO FALIRO,Colt
2164,  Peugeot 2008 '18  1.6 BlueHDi 120 Crossway Grip,18000,01/2018,56000,1560,120,Diesel,Manual,4x4/Jeep/Suv, VOYLA 16673,https://www.car.gr/classifieds/cars/view/329645284-peugeot-2008?lang=en,Peugeot,VOYLA,2008
2165,  Peugeot 208 '17 1.6 Blue Hdi 75 ps,10500,12/2017,72353,1600,75,Diesel,Manual,Compact/Hatchback, XALKIDA 34100,https://www.car.gr/classifieds/cars/view/322584667-peugeot-208?lang=en,Peugeot,XALKIDA,208
2166,"  Mitsubishi Galant '92 Automatic, A/C",2500,07/1992,150000,1997,146,Petrol,Automatic,Limousine/Sedan, AGIA PARASKEFI 15343,https://www.car.gr/classifieds/cars/view/324484667-mitsubishi-galant?lang=en,Mitsubishi,AGIA PARASKEFI,Galant
2167,  Nissan Micra '05,4800,01/2005,154000,1200,90,Petrol,Manual,Compact/Hatchback, NEA SMYRNI 17121,https://www.car.gr/classifieds/cars/view/331333333-nissan-micra?lang=en,Nissan,NEA SMYRNI,Micra
2168,  Dacia Duster '11 1.5 dCi Prestige 4x2,11999,05/2011,158000,1461,90,Diesel,Manual,Compact/Hatchback, ARTA 47100,https://www.car.gr/classifieds/cars/view/330061808-dacia-duster?lang=en,Dacia,ARTA,Unknown
2169,  Dacia Duster '11 1.5 dCi Prestige 4x2,11999,05/2011,158000,1461,90,Diesel,Manual,Compact/Hatchback, AGRINIO 30100,https://www.car.gr/classifieds/cars/view/330061755-dacia-duster?lang=en,Dacia,AGRINIO,Unknown
2170,  Porsche 911 '00 CARRERA 4 ,29000,04/2000,128500,3387,320,Petrol,Manual,Convertible/Roadster, AGIA PARASKEFI 15343,https://www.car.gr/classifieds/cars/view/314948213-porsche-911?lang=en,Porsche,AGIA PARASKEFI,911
2171,  Opel Corsa '16 COLOR EDITION TURBO,10700,03/2016,110000,998000,90,Petrol,Manual,Compact/Hatchback, ABELOKIPOI 56123,https://www.car.gr/classifieds/cars/view/330916839-opel-corsa?lang=en,Opel,ABELOKIPOI,Corsa
2172,  Alfa Romeo Spider '75 Veloce,15000,01/1975,78000,2000,130,Petrol,Manual,Convertible/Roadster, AGIA PARASKEFI 15343,https://www.car.gr/classifieds/cars/view/314115655-alfa-romeo-spider?lang=en,Alfa romeo,AGIA PARASKEFI,Spider
2173,  Mazda CX-3 '17  SKYACTIV-D EVOLVE ΑΡΙΣΤΟ !,19650,10/2017,43500,1500,105,Diesel,Manual,4x4/Jeep/Suv, PALAIO FALIRO 17563,https://www.car.gr/classifieds/cars/view/328839169-mazda-cx-3?lang=en,Mazda,PALAIO FALIRO,CX-3
2174,  Volkswagen Polo '01,1800,04/2001,142000,1400,101,Petrol,Manual,Compact/Hatchback, LEFKADA 31100,https://www.car.gr/classifieds/cars/view/331211556-volkswagen-polo?lang=en,Volkswagen,LEFKADA,Polo
2175,  Opel Corsa '16 Diesel ,9999,06/2016,114000,1248,80,Diesel,Manual,Compact/Hatchback, ABELOKIPOI 56123,https://www.car.gr/classifieds/cars/view/329913176-opel-corsa?lang=en,Opel,ABELOKIPOI,Corsa
2176,  Fiat 500 '17 1.3 M-Jet Riva 95v -Sera Blue,19600,07/2017,67900,1300,95,Diesel,Manual,Compact/Hatchback, PALAIO FALIRO 17563,https://www.car.gr/classifieds/cars/view/326893868-fiat-500?lang=en,Fiat,PALAIO FALIRO,500
2177,  Ford Fiesta '17 1.0 ECOBOOST- ΑΡΙΣΤΟ! EURO6,10995,04/2017,72000,1000,100,Petrol,Manual,Compact/Hatchback, PALAIO FALIRO 17563,https://www.car.gr/classifieds/cars/view/326990069-ford-fiesta?lang=en,Ford,PALAIO FALIRO,Fiesta
2178,  Fiat 500 '15 Lounge - Panorama - Euro 6-ΑΥΤΟΜΑΤΟ-ΔΕΣΜΕΥΤΗΚΕ!!,12900,11/2015,32000,1200,72,Petrol,Automatic,Compact/Hatchback, PALAIO FALIRO 17563,https://www.car.gr/classifieds/cars/view/326651767-fiat-500?lang=en,Fiat,PALAIO FALIRO,500
2179,  Jeep Renegade '18 1.4 M-Air LIMITED BLACK LINE- FWD AYTOMATO,24000,10/2018,58000,1400,140,Petrol,Automatic,4x4/Jeep/Suv, PALAIO FALIRO 17563,https://www.car.gr/classifieds/cars/view/329541655-jeep-renegade?lang=en,Jeep,PALAIO FALIRO,Renegade
2180,  Peugeot 4007 '09  170 Sport 7-ΘΕΣΙΟ ΑΡΙΣΤΟ!,13500,07/2009,26500,2360,170,Petrol,Manual,4x4/Jeep/Suv, PALAIO FALIRO 17563,https://www.car.gr/classifieds/cars/view/327101246-peugeot-4007?lang=en,Peugeot,PALAIO FALIRO,4007
2181,  Renault Clio '18 0.9 TCe 90 Limited-ΔΕΣΜΕΥΤΗΚΕ!,13290,04/2018,44900,898000,90,Petrol,Manual,Compact/Hatchback, PALAIO FALIRO 17563,https://www.car.gr/classifieds/cars/view/330791193-renault-clio?lang=en,Renault,PALAIO FALIRO,Clio
2182,  Ford Fiesta '15  1.0 EcoBoost Start/Stopp Titanium ΕΛΛΗΝΙΚΟ-ΑΡΙΣΤΟ,10990,07/2015,88000,1000,100,Petrol,Manual,Compact/Hatchback, PALAIO FALIRO 17563,https://www.car.gr/classifieds/cars/view/330422325-ford-fiesta?lang=en,Ford,PALAIO FALIRO,Fiesta
2183,  Renault Clio '15  dCi 90 Dynamique FULL EXTRA -ΑΡΙΣΤΟ,12950,04/2015,120000,1500,90,Diesel,Automatic,Compact/Hatchback, PALAIO FALIRO 17563,https://www.car.gr/classifieds/cars/view/330044483-renault-clio?lang=en,Renault,PALAIO FALIRO,Clio
2184,  Peugeot 3008 '18 1.2 e-THP Allure- ΑΡΙΣΤΟ ,25900,09/2018,65000,1200,130,Petrol,Manual,4x4/Jeep/Suv, PALAIO FALIRO 17563,https://www.car.gr/classifieds/cars/view/331018315-peugeot-3008?lang=en,Peugeot,PALAIO FALIRO,3008
2185,  Volkswagen Polo '05 SPORTLINE -1.4-101HP-16V,3490,04/2005,187000,1390,100,Petrol,Manual,Compact/Hatchback, PALAIO FALIRO 17563,https://www.car.gr/classifieds/cars/view/331154105-volkswagen-polo?lang=en,Volkswagen,PALAIO FALIRO,Polo
2186,  Fiat Panda '14  0.9 Twinair Turbo *ΜΗΔΕΝΙΚΑ ΤΕΛΗ ΚΥΚΛΟΦΟΡΙΑΣ,8400,04/2014,104000,900000,85,Petrol,Manual,Compact/Hatchback, ABELOKIPOI 56123,https://www.car.gr/classifieds/cars/view/325536086-fiat-panda?lang=en,Fiat,ABELOKIPOI,Panda
2187,  Ford Fiesta '11 1.4 TDCi Trend,7699,07/2011,194000,1399,90,Diesel,Manual,Compact/Hatchback, AGRINIO 30100,https://www.car.gr/classifieds/cars/view/330236605-ford-fiesta?lang=en,Ford,AGRINIO,Fiesta
2188,  Volkswagen Passat '97  1.6,1800,08/1997,220000,1595,100,Petrol,Manual,Limousine/Sedan, ALIMOS 17455,https://www.car.gr/classifieds/cars/view/323839516-volkswagen-passat?lang=en,Volkswagen,ALIMOS,Passat
2189,"  Citroen C4 '07 VTS 1,6i 16v",6400,09/2007,134000,1587,110,Petrol,Manual,Compact/Hatchback, AGIOS KWNSTANTINOS 30027,https://www.car.gr/classifieds/cars/view/330272712-citroen-c4?lang=en,Citroen,AGIOS KWNSTANTINOS,C4
2190,  Volvo S60 '06 R 4X4 ΜΟΝΑΔΙΚΟ,10990,01/2006,86230,2500,300,Petrol,Manual,Limousine/Sedan, MELISSIA 15127,https://www.car.gr/classifieds/cars/view/318437351-volvo-s60?lang=en,Volvo,MELISSIA,S60
2191,  Peugeot 207 '06 1400,4500,12/2006,190000,1400,90,Petrol,Manual,Coupe-Sport, ALIMOS 17455,https://www.car.gr/classifieds/cars/view/315958866-peugeot-207?lang=en,Peugeot,ALIMOS,207
2192,  Opel Ascona '85 1300,1500,01/1985,80000,1300,55,Petrol,Manual,Combi/Caravan, ALIMOS 17455,https://www.car.gr/classifieds/cars/view/35334029-opel-ascona?lang=en,Opel,ALIMOS,Ascona
2193,  Land Rover Range Rover Sport '07 SUPERCHARGED ΔΩΡΟ ΤΕΛΗ ΚΥΚΛΟΦΟΡΙΑΣ 2023,17990,02/2007,188000,4200,420,Petrol,Automatic,4x4/Jeep/Suv, MELISSIA 15127,https://www.car.gr/classifieds/cars/view/330114843-land-rover-range-rover-sport?lang=en,Land rover,MELISSIA,Range Rover
2194,  Audi A3 '15,12500,04/2015,143115,1598,110,Diesel,Automatic,Coupe-Sport, ALIMOS 17455,https://www.car.gr/classifieds/cars/view/326473630-audi-a3?lang=en,Audi,ALIMOS,A3
2195,  Opel Agila '02  1.0 Elegance,2500,01/2002,200000,973000,58,Petrol,Manual,Compact/Hatchback, ALIMOS 17455,https://www.car.gr/classifieds/cars/view/317066317-opel-agila?lang=en,Opel,ALIMOS,Agila
2196,  Volkswagen Touran '12 1400 TSI,12500,12/2012,175000,1400,140,Petrol,Manual,Combi/Caravan, ALIMOS 17455,https://www.car.gr/classifieds/cars/view/314053877-volkswagen-touran?lang=en,Volkswagen,ALIMOS,Touran
2197,  Mercedes-Benz C 180 '07 CLASSIC ,8000,01/2007,130000,1800,163,Petrol,Manual,Limousine/Sedan, ALIMOS 17455,https://www.car.gr/classifieds/cars/view/34369150-mercedes-benz-c-180?lang=en,Mercedes-benz,ALIMOS,CLA
2198,"  Opel Corsa '02 1,200CC 3θυρο 16V 80PS",3000,11/2002,179000,1200,80,Petrol,Manual,Coupe-Sport, ALIMOS 17455,https://www.car.gr/classifieds/cars/view/36400781-opel-corsa?lang=en,Opel,ALIMOS,Corsa
2199,  Mini Cooper S '11 1600 KYBIKA,12000,07/2011,120000,1600,150,Petrol,Automatic,Coupe-Sport, ALIMOS 17455,https://www.car.gr/classifieds/cars/view/325236675-mini-cooper-s?lang=en,Mini,ALIMOS,Cooper
2200,  Citroen C1 '16 FEEL ,7990,05/2016,105000,1000,69,Petrol,Manual,Other, KIFISIA 14561,https://www.car.gr/classifieds/cars/view/331096950-citroen-c1?lang=en,Citroen,KIFISIA,C1
2201,  Renault Captur '18 TCe dynamic 150,18900,11/2018,33450,1300,150,Petrol,Automatic,4x4/Jeep/Suv, KERATSINI 18758,https://www.car.gr/classifieds/cars/view/331307147-renault-captur?lang=en,Renault,KERATSINI,Captur
2202,  Mercedes-Benz GLC 250 '18 AMG LINE 9G,55900,08/2018,55000,2143,205,Diesel,Automatic,4x4/Jeep/Suv, KIFISIA 14561,https://www.car.gr/classifieds/cars/view/330670077-mercedes-benz-glc-250?lang=en,Mercedes-benz,KIFISIA,GLC
2203,  Peugeot 208 '16 EURO 6,8700,05/2016,144000,1200,80,Petrol,Manual,Compact/Hatchback, KERATSINI 18757,https://www.car.gr/classifieds/cars/view/324816377-peugeot-208?lang=en,Peugeot,KERATSINI,208
2204,  Jeep Cherokee '09,11800,10/2009,100400,3700,211,Petrol,Automatic,4x4/Jeep/Suv, KIFISIA 14561,https://www.car.gr/classifieds/cars/view/331096761-jeep-cherokee?lang=en,Jeep,KIFISIA,Cherokee
2205,  Volkswagen Polo '16,12490,11/2016,87214,1200,110,Petrol,Manual,Compact/Hatchback, ATHINA 10439,https://www.car.gr/classifieds/cars/view/330000705-volkswagen-polo?lang=en,Volkswagen,ATHINA,Polo
2206,  Land Rover Range Rover Sport '06 4.2 390HP,16900,11/2006,134000,4200,390,Petrol,Automatic,4x4/Jeep/Suv, KIFISIA 14561,https://www.car.gr/classifieds/cars/view/328973065-land-rover-range-rover-sport?lang=en,Land rover,KIFISIA,Range Rover
2207,  Citroen C4 Cactus '16 feel 100ps,13900,04/2016,82000,1600,100,Diesel,Manual,4x4/Jeep/Suv, KIFISIA 14561,https://www.car.gr/classifieds/cars/view/328070211-citroen-c4-cactus?lang=en,Citroen,KIFISIA,C4 Cactus
2208,  Bmw 320 '07 M PACK,13800,05/2007,114500,2000,175,Petrol,Manual,Coupe-Sport, PERISTERI 12133,https://www.car.gr/classifieds/cars/view/323835549-bmw-320?lang=en,Bmw,PERISTERI,320
2209,  Peugeot 207 '07,4800,01/2007,138000,1400,85,Petrol,Manual,Compact/Hatchback, PERISTERI 12133,https://www.car.gr/classifieds/cars/view/329557590-peugeot-207?lang=en,Peugeot,PERISTERI,207
2210,  Audi A6 '04 A6 2500cc v6 ,6500,01/2004,230000,2500,190,Diesel,Manual,Combi/Caravan, PERISTERI 12133,https://www.car.gr/classifieds/cars/view/22961461-audi-a6?lang=en,Audi,PERISTERI,A6
2211,  Bmw 318 '89 E30,8800,10/1989,1000,1800,134,Petrol,Automatic,Coupe-Sport, PERISTERI 12133,https://www.car.gr/classifieds/cars/view/24177052-bmw-318?lang=en,Bmw,PERISTERI,318
2212,  Mercedes-Benz 230 '05 DIESEL CDI ,7800,03/2005,340000,2300,270,Diesel,Manual,Limousine/Sedan, PERISTERI 12133,https://www.car.gr/classifieds/cars/view/4919313-mercedes-benz-230?lang=en,Mercedes-benz,PERISTERI,Unknown
2213,  Renault Kangoo '17,10000,06/2017,134000,1461,90,Diesel,Manual,Commercial Passenger, XIOS 82100,https://www.car.gr/classifieds/cars/view/330663423-renault-kangoo?lang=en,Renault,XIOS,Kangoo
2214,  Volkswagen Amarok '17,31000,01/2017,163000,3000,300,Diesel,Automatic,Crew Cab/Pickup, XIOS 82100,https://www.car.gr/classifieds/cars/view/329649925-volkswagen-amarok?lang=en,Volkswagen,XIOS,Amarok
2215,  Citroen C3 '19  e-HDi 90 Exclusive,12850,10/2019,80000,1200,100,Petrol,Manual,Compact/Hatchback, SALAMINA 18900,https://www.car.gr/classifieds/cars/view/327195618-citroen-c3?lang=en,Citroen,SALAMINA,C3
2216,  Ford Maverick '03,2000,01/2003,93000,1980,125,Petrol,Manual,4x4/Jeep/Suv, VEROIA 59100,https://www.car.gr/classifieds/cars/view/322913920-ford-maverick?lang=en,Ford,VEROIA,Maverick
2217,  Volkswagen Golf '15 1.2 TSI 110 PS CUP,13500,01/2015,78000,1200,110,Petrol,Manual,Other, EPANOMI 57500,https://www.car.gr/classifieds/cars/view/331313486-volkswagen-golf?lang=en,Volkswagen,EPANOMI,Golf
2218,  Kia Picanto '17  1.0 Edition ,9300,11/2017,103000,1000,68,Petrol,Manual,Compact/Hatchback, SALAMINA 18900,https://www.car.gr/classifieds/cars/view/327614743-kia-picanto?lang=en,Kia,SALAMINA,Picanto
2219,  Nissan NV 200 '12,10500,01/2012,1300,1450,90,Diesel,Manual,Van/Mini Bus, XIOS 82100,https://www.car.gr/classifieds/cars/view/327987584-nissan-nv-200?lang=en,Nissan,XIOS,NV 200
2220,  Hyundai H 100 '00,6500,01/2000,150000,2500,80,Diesel,Manual,Commercial Passenger, XIOS 82100,https://www.car.gr/classifieds/cars/view/320532684-hyundai-h-100?lang=en,Hyundai,XIOS,Unknown
2221,  Fiat Grande Punto '07 6τάχυτο,4500,01/2007,230000,1250,90,Diesel,Manual,Limousine/Sedan, VEROIA 59100,https://www.car.gr/classifieds/cars/view/330940734-fiat-grande-punto?lang=en,Fiat,VEROIA,Punto
2222,  Toyota Yaris '16,11500,01/2016,110000,1400,90,Diesel,Manual,Compact/Hatchback, XIOS 82100,https://www.car.gr/classifieds/cars/view/330663664-toyota-yaris?lang=en,Toyota,XIOS,Yaris
2223,  Fiat 500 '16 1.2 # PANORAMA #AUTOMAΤΟ !!,10999,01/2016,50000,1242,80,Petrol,Automatic,Coupe-Sport, EPANOMI 57500,https://www.car.gr/classifieds/cars/view/330454684-fiat-500?lang=en,Fiat,EPANOMI,500
2224,  Renault Trafic '00,6000,01/2000,50000,1900,75,Diesel,Manual,Commercial Passenger, XIOS 82100,https://www.car.gr/classifieds/cars/view/11032469-renault-trafic?lang=en,Renault,XIOS,Unknown
2225,  Audi A1 '13,13000,01/2013,113000,1200,82,Petrol,Manual,Compact/Hatchback, XIOS 82100,https://www.car.gr/classifieds/cars/view/327988187-audi-a1?lang=en,Audi,XIOS,A1
2226,  Peugeot 107 '06,4800,01/2006,124000,1000,69,Petrol,Manual,Compact/Hatchback, XIOS 82100,https://www.car.gr/classifieds/cars/view/330663560-peugeot-107?lang=en,Peugeot,XIOS,107
2227,  Nissan Micra '09,2700,01/2009,89000,1240,86,Petrol,Manual,Compact/Hatchback, VEROIA 59100,https://www.car.gr/classifieds/cars/view/330147600-nissan-micra?lang=en,Nissan,VEROIA,Micra
2228,  Hyundai i 10 '14 1000cc EURO5 A/C ΟΛΑ ΠΛΗΡΩΜΕΝΑ,8800,02/2014,115466,1000,80,Petrol,Manual,Limousine/Sedan, LARISA 41336,https://www.car.gr/classifieds/cars/view/327789240-hyundai-i-10?lang=en,Hyundai,LARISA,Unknown
2229,  Fiat Panda '08 ΠΑΝΟΡΑΜΑ ΕΛΛΗΝΙΚΟ,5200,07/2008,115000,1200,70,Petrol,Manual,Compact/Hatchback, NEO PSYXIKO 15451,https://www.car.gr/classifieds/cars/view/330642786-fiat-panda?lang=en,Fiat,NEO PSYXIKO,Panda
2230,  Ford Ranger '07,13000,07/2007,157600,2499,143,Diesel,Manual,Crew Cab/Pickup, ARXANES 70100,https://www.car.gr/classifieds/cars/view/331334003-ford-ranger?lang=en,Ford,ARXANES,Ranger
2231,  Peugeot 308 '08 ΑΥΤΟΜΑΤΟ,6400,02/2008,98000,1598,120,Petrol,Automatic,Compact/Hatchback, NEO PSYXIKO 15451,https://www.car.gr/classifieds/cars/view/325806271-peugeot-308?lang=en,Peugeot,NEO PSYXIKO,308
2232,  Audi A4 '12 Avant 2.0 16v TFSi ΑΥΤΟΜΑΤΟ ΕΛΛΗΝΙΚΟ,17500,05/2012,81000,1984,211,Petrol,Automatic,Combi/Caravan, NEO PSYXIKO 15451,https://www.car.gr/classifieds/cars/view/322617053-audi-a4?lang=en,Audi,NEO PSYXIKO,A4
2233,  Audi A4 '08,8000,01/2008,139000,1800,200,Petrol,Manual,Convertible/Roadster, KAVALA 65302,https://www.car.gr/classifieds/cars/view/331333992-audi-a4?lang=en,Audi,KAVALA,A4
2234,  Suzuki Celerio '16,6500,10/2016,81230,998000,68,Petrol,Manual,Compact/Hatchback, KALLITHEA 17672,https://www.car.gr/classifieds/cars/view/330982796-suzuki-celerio?lang=en,Suzuki,KALLITHEA,Celerio
2235,  Seat Arona '19  1.0 TSI FR,18500,05/2019,35000,999000,115,Petrol,Manual,4x4/Jeep/Suv, MAROYSI 15122,https://www.car.gr/classifieds/cars/view/327306449-seat-arona?lang=en,Seat,MAROYSI,Arona
2236,  Ford Focus C-Max '04,5500,06/2004,110000,1800,125,Petrol,Manual,4x4/Jeep/Suv, DRAMA 66100,https://www.car.gr/classifieds/cars/view/330395237-ford-focus-c-max?lang=en,Ford,DRAMA,Focus
2237,  Ford Fiesta '13 ST 182 HP,9500,01/2013,116000,1596,182,Petrol,Manual,Coupe-Sport, SERRES 62100,https://www.car.gr/classifieds/cars/view/327562304-ford-fiesta?lang=en,Ford,SERRES,Fiesta
2238,  Citroen C4 Cactus '16,11400,01/2016,133000,1600,100,Diesel,Manual,4x4/Jeep/Suv, SERRES 62100,https://www.car.gr/classifieds/cars/view/326550402-citroen-c4-cactus?lang=en,Citroen,SERRES,C4 Cactus
2239,  Volkswagen Polo '15 1.4 πετρέλαιο Euro 6!,9700,01/2015,86700,1400,75,Diesel,Manual,Compact/Hatchback, SERRES 62100,https://www.car.gr/classifieds/cars/view/325841449-volkswagen-polo?lang=en,Volkswagen,SERRES,Polo
2240,  Renault Twingo '15 0.9tce 90hp EU6 προσφορα!,7999,11/2015,90000,900000,90,Petrol,Manual,Compact/Hatchback, SERRES 62100,https://www.car.gr/classifieds/cars/view/320917397-renault-twingo?lang=en,Renault,SERRES,Twingo
2241,  Opel Corsa '16 ECOFLEX EURO6!!!ΓΡΑΜΜΑΤΙΑ!!,10900,03/2016,145000,1300,75,Diesel,Manual,Compact/Hatchback, KALLITHEA 17674,https://www.car.gr/classifieds/cars/view/321302086-opel-corsa?lang=en,Opel,KALLITHEA,Corsa
2242,  Fiat Doblo '14 ΨΥΓΕΙΟ ΜΑΧΙ ΕURO5!!ΓΡΑΜΜΑΤΙΑ!,15500,08/2014,185000,1600,105,Diesel,Manual,Van/Mini Bus, KALLITHEA 17674,https://www.car.gr/classifieds/cars/view/315961080-fiat-doblo?lang=en,Fiat,KALLITHEA,Doblo
2243,  Ford Fiesta '16 EURO6 FULL EXTRA!!ΓΡΑΜΜΑΤΙΑ!!,10500,11/2016,110000,1250,75,Petrol,Manual,Compact/Hatchback, KALLITHEA 17674,https://www.car.gr/classifieds/cars/view/324059988-ford-fiesta?lang=en,Ford,KALLITHEA,Fiesta
2244,  Fiat Doblo '17 MAXI 3ΘΕΣΙΟ 2ΠΛΑΙΝΕΣ!!ΓΡΑΜΜΑΤΙΑ!!,14800,10/2017,198000,1600,105,Diesel,Manual,Van/Mini Bus, KALLITHEA 17674,https://www.car.gr/classifieds/cars/view/330453317-fiat-doblo?lang=en,Fiat,KALLITHEA,Doblo
2245,  Ford Transit '17 L2H2 EURO6!!!ΓΡΑΜΜΑΤΙΑ!!!,18900,11/2017,200000,2000,105,Diesel,Manual,Van/Mini Bus, KALLITHEA 17674,https://www.car.gr/classifieds/cars/view/321527644-ford-transit?lang=en,Ford,KALLITHEA,Transit
2246,  Mercedes-Benz Vito '20  EURO6!!ΓΡΑΜΜΑΤΙΑ!!,19900,02/2020,210000,1600,95,Diesel,Manual,Van/Mini Bus, KALLITHEA 17674,https://www.car.gr/classifieds/cars/view/321232494-mercedes-benz-vito?lang=en,Mercedes-benz,KALLITHEA,Vito
2247,  Fiat 500 '15 LOUNGE FACE LIFT!!!!ΓΡΑΜΜΑΤΙΑ!!,12300,11/2015,110000,1242,69,Petrol,Manual,Coupe-Sport, KALLITHEA 17674,https://www.car.gr/classifieds/cars/view/327930393-fiat-500?lang=en,Fiat,KALLITHEA,500
2248,  Abarth 595 Competizione '15,19000,04/2015,50500,1400,185,Petrol,Manual,Coupe-Sport, AGIOS DIMITRIOS 17343,https://www.car.gr/classifieds/cars/view/328137289-abarth-595-competizione?lang=en,Abarth,AGIOS DIMITRIOS,Unknown
2249,  Opel Astra '09  GTC 1.6  Sport υγραεριο,1700,04/2009,194000,1598,120,Petrol,Manual,Coupe-Sport, LAMIA 35132,https://www.car.gr/classifieds/cars/view/313871313-opel-astra?lang=en,Opel,LAMIA,Astra
2250,  Ford Escort '97 Εfi,1000,12/1997,132000,1397,71,Petrol,Manual,Limousine/Sedan, LAMIA 35132,https://www.car.gr/classifieds/cars/view/323515735-ford-escort?lang=en,Ford,LAMIA,Escort
2251,  Volkswagen Golf '90 II Manhattan,1650,01/1990,200000,1600,88,Petrol,Manual,Coupe-Sport, LAMIA 35132,https://www.car.gr/classifieds/cars/view/312418352-volkswagen-golf?lang=en,Volkswagen,LAMIA,Golf
2252,  Toyota Yaris '09  1.4 D-4D ,6800,01/2009,182000,1300,82,Diesel,Manual,Coupe-Sport, LAMIA 35132,https://www.car.gr/classifieds/cars/view/321114145-toyota-yaris?lang=en,Toyota,LAMIA,Yaris
2253,  Bmw X1 '22 M PACK FROZEN GREY,72000,10/2022,6000,2000,150,Diesel,Automatic,4x4/Jeep/Suv, THESSALONIKI 54655,https://www.car.gr/classifieds/cars/view/331334619-bmw-x1?lang=en,Bmw,THESSALONIKI,X1
2254,  Volkswagen Golf '05 GTI DSG 280HP,11150,12/2005,163000,2000,280,Petrol,Automatic,Coupe-Sport, AXARNES 13677,https://www.car.gr/classifieds/cars/view/324659511-volkswagen-golf?lang=en,Volkswagen,AXARNES,Golf
2255,  Peugeot Partner '17 DIESEL EURO6!!!ΓΡΑΜΜΑΤΙΑ!!,12000,11/2017,180000,1600,90,Diesel,Manual,Van/Mini Bus, KALLITHEA 17674,https://www.car.gr/classifieds/cars/view/328019052-peugeot-partner?lang=en,Peugeot,KALLITHEA,Unknown
