,title,price,registration,km,displacement,hp,fuel,transmission,category,location,link,brand,town,model,zip_codes
1603,  Volkswagen Golf '17 1.6 DIESEL FULL EXTRA ΕΛΛΗΝΙΚΟ,10300,07/2017,432000,1560,110,Diesel,Manual,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/331291769-volkswagen-golf?lang=en,Volkswagen,THERMI,Golf,57001
1604,  Audi A4 '05  1.6,4500,01/2005,206000,1600,95,Petrol,Manual,Limousine/Sedan, ANW LIOSIA 13341,https://www.car.gr/classifieds/cars/view/330621148-audi-a4?lang=en,Audi,ANW LIOSIA,A4,13341
1605,  Renault Megane '01 1.4 16V,1500,01/2001,240000,1400,98,Petrol,Manual,Coupe-Sport, ALEKSANDROYPOLI 68100,https://www.car.gr/classifieds/cars/view/331302775-renault-megane?lang=en,Renault,ALEKSANDROYPOLI,Megane,68100
1606,  Volkswagen Golf '01 ΣΥΝΤΟΜΑ>>ΔΙΑΘΕΣΙΜΟ 5ΘΥΡΟ ΠΡΩΤΟ ΧΕΡΙ ΕΛΛΗΝΙΚΟ!!,2699,11/2001,170000,1400,75,Petrol,Manual,Compact/Hatchback, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/35750867-volkswagen-golf?lang=en,Volkswagen,PEIRAIAS,Golf,18540
1607,  Bmw 316 '90 ΣΥΛΛΕΚΤΙΚΟ E30 TARGA BAUR ORIGINAL SIRIAL_No50088,15000,01/1990,200000,1600,105,Petrol,Manual,Convertible/Roadster, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/26007535-bmw-316?lang=en,Bmw,PEIRAIAS,316,18540
1608,  Audi 80 '85 CC FULL ORIGINAL ΣΥΛΛΕΚΤΙΚΟ ΑΝΤΙΚΑ ΕΛΛΗΝΙΚΟ ΑΡΙΣΤΟ,5000,01/1985,135000,1300,60,Petrol,Manual,Limousine/Sedan, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/26007523-audi-80?lang=en,Audi,PEIRAIAS,80,18540
1609,  Renault R 6 '76 ΣΥΛΛΕΚΤΙΚΟ R6 ΧΩΡΙΣ ΠΙΝΑΚΙΔΕΣ ΠΩΛΗΣΗ ΜΕ ΔΗΛΩΣΗ,3000,01/1976,135000,1200,40,Petrol,Manual,Combi/Caravan, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/31661106-renault-r-6?lang=en,Renault,PEIRAIAS,Unknown,18540
1610,  Hyundai Elantra '01 ΣΥΝΤΟΜΑ>>ΔΙΑΘΕΣΙΜΟ 167000km ΠΡΩΤΟ ΧΕΡΙ ΕΛΛΗΝΙΚΟ!!,2399,11/2001,167000,1600,120,Petrol,Manual,Limousine/Sedan, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/330310515-hyundai-elantra?lang=en,Hyundai,PEIRAIAS,Elantra,18540
1611,  Citroen Xsara '04 ΣΥΝΤΟΜΑ>>ΔΙΑΘΕΣΙΜΟ VTS COUPE 126000km ΕΛΛΗΝΙΚΟ!!,2199,11/2004,126000,1590,115,Petrol,Manual,Coupe-Sport, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/331112956-citroen-xsara?lang=en,Citroen,PEIRAIAS,Xsara,18540
1612,  Mercedes-Benz A 180 '13 LIMITED EDITION AMG 45,20900,07/2013,122800,1600,144,Petrol,Manual,Coupe-Sport, ATHINA 11141,https://www.car.gr/classifieds/cars/view/328571329-mercedes-benz-a-180?lang=en,Mercedes-benz,ATHINA,A 180,11141
1614,  Fiat Grande Punto '12 1.3 MJET EVO ΠΕΤΡΈΛΑΙΟ ΑΡΙΣΤΟ,7300,02/2012,136500,1300,70,Diesel,Manual,Compact/Hatchback, KATERINI 60100,https://www.car.gr/classifieds/cars/view/327000985-fiat-grande-punto?lang=en,Fiat,KATERINI,Punto,60100
1615,  Seat Ibiza '16  1.4 DIESEL  ΓΝΉΣΙΟ FR EURO 6,9500,02/2016,107000,1400,105,Diesel,Manual,Compact/Hatchback, KATERINI 60100,https://www.car.gr/classifieds/cars/view/327236911-seat-ibiza?lang=en,Seat,KATERINI,Ibiza,60100
1616,  Ford Transit Custom '14  3 ΘΕΣΕΙΣ ,12800,05/2014,207000,2200,100,Diesel,Manual,Van/Mini Bus, KATERINI 60100,https://www.car.gr/classifieds/cars/view/326230257-ford-transit-custom?lang=en,Ford,KATERINI,Transit,60100
1617,  Peugeot 307 '05 ΕΛΛΗΝΙΚΟ 5 ΠΌΡΤΕΣ ,3200,06/2005,191000,1400,90,Petrol,Manual,Compact/Hatchback, KATERINI 60100,https://www.car.gr/classifieds/cars/view/331031399-peugeot-307?lang=en,Peugeot,KATERINI,307,60100
1618,  Renault Megane '14  dCi 131 GT line,12000,07/2014,88000,1600,131,Diesel,Manual,Compact/Hatchback, KATERINI 60100,https://www.car.gr/classifieds/cars/view/329898816-renault-megane?lang=en,Renault,KATERINI,Megane,60100
1619,  Ford Fiesta '15  1.5 TDCi Titanium,9900,07/2015,138000,1500,90,Diesel,Manual,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/328261501-ford-fiesta?lang=en,Ford,THERMI,Fiesta,57001
1620,"  Hyundai i 10 '16 EURO6,FACELIFT LOOK +ΓΡΑΜΜΑΤΙΑ ΑΠΟΣΥΡΣΗεως-1300€",8880,12/2016,81500,1000,75,Petrol,Manual,Compact/Hatchback, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/329673377-hyundai-i-10?lang=en,Hyundai,PEIRAIAS,Unknown,18540
1621,"  Citroen C1 '18 NEW EURO6,FULL EXTRA +ΓΡΑΜΜΑΤΙΑ ΑΠΟΣΥΡΣΗεως-1300€",8580,11/2018,136500,1000,70,Petrol,Manual,Compact/Hatchback, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/35883194-citroen-c1?lang=en,Citroen,PEIRAIAS,C1,18540
1622,"  Mitsubishi Colt '06 ΕΛΛΗΝΙΚΟ,FULL EXTRA +ΓΡΑΜΜΑΤΙΑ ΑΠΟΣΥΡΣΗεως-1300€",5680,02/2006,143500,1300,82,Petrol,Manual,Compact/Hatchback, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/322402601-mitsubishi-colt?lang=en,Mitsubishi,PEIRAIAS,Colt,18540
1623,  Opel Ascona '86 Β,8000,09/1986,30000,2000,170,Petrol,Manual,Race Car, VOLOS 38334,https://www.car.gr/classifieds/cars/view/330235847-opel-ascona?lang=en,Opel,VOLOS,Ascona,38334
1624,"  Honda Civic '94 SPORT LOOK,FULL EXTRA +ΕΥΚΟΛΕΙΕΣ ΑΠΟΣΥΡΣΗεως-1300€",2780,07/1994,269500,1500,95,Petrol,Manual,Coupe-Sport, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/327468251-honda-civic?lang=en,Honda,PEIRAIAS,Civic,18540
1625,"  Honda Civic '90 ΑΠΛΗ ΕΚΔΟΣΗ,JAPAN +ΕΥΚΟΛΕΙΕΣ ΑΠΟΣΥΡΣΗεως-1300€",1480,08/1990,268500,1400,77,Petrol,Manual,Limousine/Sedan, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/315998344-honda-civic?lang=en,Honda,PEIRAIAS,Civic,18540
1626,  Ford S-Max '12,13500,07/2012,191000,1596,115,Diesel,Manual,4x4/Jeep/Suv, VOLOS 38334,https://www.car.gr/classifieds/cars/view/328395378-ford-s-max?lang=en,Ford,VOLOS,Unknown,38334
1627,  Renault Clio '01  2.0 16V,3000,01/2001,135053,1149,82,Petrol,Manual,Compact/Hatchback, KALLITHEA 17675,https://www.car.gr/classifieds/cars/view/327353872-renault-clio?lang=en,Renault,KALLITHEA,Clio,17675
1628,  Nissan NV300 '18 ΕΝΟΙΚΙΑΣΗ VAN ΓΙΑ ΕΞΩΤΕΡΙΚΟ,80,07/2018,163000,1600,125,Diesel,Manual,Van/Mini Bus, EDESSA 58200,https://www.car.gr/classifieds/cars/view/330803503-nissan-nv300?lang=en,Nissan,EDESSA,Unknown,58200
1629,  Dacia Duster '10 PRESTIGE,9400,01/2010,134700,1461,110,Diesel,Manual,4x4/Jeep/Suv, THERMI 57001,https://www.car.gr/classifieds/cars/view/328925478-dacia-duster?lang=en,Dacia,THERMI,Unknown,57001
1630,  Fiat Uno '93  1.4 i.e. Kat. S,1500,06/1993,232000,1372,70,Petrol,Manual,Compact/Hatchback, GALATSI 11146,https://www.car.gr/classifieds/cars/view/320209187-fiat-uno?lang=en,Fiat,GALATSI,Uno,11146
1631,  Mercedes-Benz ML 250 '13 AMG ΠΕΤΡΕΛΑΙΟ!,45500,09/2013,180000,2143,204,Diesel,Automatic,4x4/Jeep/Suv, ATHINA 11141,https://www.car.gr/classifieds/cars/view/25585198-mercedes-benz-ml-250?lang=en,Mercedes-benz,ATHINA,ML,11141
1632,  Mercedes-Benz A 180 '13 LIMITED EDITION AMG 45,20900,07/2013,122800,1600,144,Petrol,Manual,Coupe-Sport, ATHINA 11141,https://www.car.gr/classifieds/cars/view/36014766-mercedes-benz-a-180?lang=en,Mercedes-benz,ATHINA,A 180,11141
1633,"  Hyundai i 10 '16 EURO6,LED EDITION +ΓΡΑΜΜΑΤΙΑ ΑΠΟΣΥΡΣΗεως-1300€",8880,12/2016,81500,1000,75,Petrol,Manual,Compact/Hatchback, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/329672364-hyundai-i-10?lang=en,Hyundai,PEIRAIAS,Unknown,18540
1634,"  Citroen C1 '18 NEW EURO6,FULL EXTRA +ΓΡΑΜΜΑΤΙΑ ΑΠΟΣΥΡΣΗεως-1300€",8580,11/2018,136500,1000,70,Petrol,Manual,Compact/Hatchback, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/26719299-citroen-c1?lang=en,Citroen,PEIRAIAS,C1,18540
1635,"  Mitsubishi Colt '06 FULL EXTRA,ΕΛΛΗΝΙΚΟ +ΓΡΑΜΜΑΤΙΑ ΑΠΟΣΥΡΣΗεως-1300€",5680,02/2006,143500,1300,82,Petrol,Manual,Compact/Hatchback, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/327785998-mitsubishi-colt?lang=en,Mitsubishi,PEIRAIAS,Colt,18540
1636,  Mercedes-Benz C 200 '08,5100,01/2008,360000,1800,163,Petrol,Manual,Limousine/Sedan, ATHINA 10443,https://www.car.gr/classifieds/cars/view/331307020-mercedes-benz-c-200?lang=en,Mercedes-benz,ATHINA,C 200,10443
1637,  Peugeot 207 '07 FULL EXTRA ΕΛΛΗΝΙΚΟ 5ΠΟΡΤΟ Γραμματια+ΔΟΣΕΙΣ60μηνες,4900,07/2007,183500,1360,90,Petrol,Manual,Limousine/Sedan, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/312985816-peugeot-207?lang=en,Peugeot,PEIRAIAS,207,18540
1638,  Mercedes-Benz SLK 200 '98 ΕΛΛΗΝΙΚΟ! KOMPRESSOR 193ΗΡ Γραμματια+ΔΟΣΕΙΣ60μηνες,4300,04/1998,134500,2000,193,Petrol,Manual,Convertible/Roadster, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/31661095-mercedes-benz-slk-200?lang=en,Mercedes-benz,PEIRAIAS,SL,18540
1639,  Renault Grand Scenic '10 1.5 DIESEL ,8950,01/2010,191000,1500,110,Diesel,Manual,4x4/Jeep/Suv, THERMI 57001,https://www.car.gr/classifieds/cars/view/324700428-renault-grand-scenic?lang=en,Renault,THERMI,Scenic,57001
1640,  Peugeot Bipper Tepee '12 1.3 DIESEL ,7800,04/2012,158000,1248,95,Diesel,Automatic,Van/Mini Bus, THERMI 57001,https://www.car.gr/classifieds/cars/view/330492791-peugeot-bipper-tepee?lang=en,Peugeot,THERMI,Unknown,57001
1641,  Toyota Aygo '15 1.0 ,7800,05/2015,141800,998000,68,Petrol,Manual,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/330045553-toyota-aygo?lang=en,Toyota,THERMI,Aygo,57001
1642,  Ford Focus '08,5780,01/2008,135343,1388,1,Petrol,Manual,Limousine/Sedan, ATHINA 11525,https://www.car.gr/classifieds/cars/view/330047085-ford-focus?lang=en,Ford,ATHINA,Focus,11525
1643,  Volkswagen Eos '08 TSI,7000,10/2008,205000,1400,122,Petrol,Manual,Convertible/Roadster, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/318978314-volkswagen-eos?lang=en,Volkswagen,IWANNINA,Eos,45500
1644,  Peugeot 208 '17 ΠΡΟΣΦΟΡΑ BUSINESS GEORGIADIS CARS,8999,10/2017,111000,1600,75,Diesel,Manual,Compact/Hatchback, NIKAIA 18454,https://www.car.gr/classifieds/cars/view/330759654-peugeot-208?lang=en,Peugeot,NIKAIA,208,18454
1645,  Skoda Octavia '10  1.4 TSI Green tec Style,7400,04/2010,198900,1400,122,Petrol,Manual,Limousine/Sedan, THERMI 57001,https://www.car.gr/classifieds/cars/view/329249184-skoda-octavia?lang=en,Skoda,THERMI,Octavia,57001
1646,  Skoda Roomster '09 1.4 SCOUT -FULL EXTRA ,6999,09/2009,112000,1390,90,Petrol,Manual,Combi/Caravan, THERMI 57001,https://www.car.gr/classifieds/cars/view/330289502-skoda-roomster?lang=en,Skoda,THERMI,Scout,57001
1647,  Ford Fiesta '10  1.25 Ambiente,6850,08/2010,121000,1250,85,Petrol,Manual,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/331244803-ford-fiesta?lang=en,Ford,THERMI,Fiesta,57001
1648,  Suzuki Alto '10 1.0,6250,01/2010,116578,996000,68,Petrol,Manual,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/327756592-suzuki-alto?lang=en,Suzuki,THERMI,Alto,57001
1649,  Bmw 318 '02 1.8,3850,10/2002,234000,1895,116,Petrol,Manual,Limousine/Sedan, THERMI 57001,https://www.car.gr/classifieds/cars/view/330863821-bmw-318?lang=en,Bmw,THERMI,318,57001
1650,  Peugeot 3008 '17  ALLURE EUR6 panorama,24000,08/2017,72000,1560,120,Diesel,Manual,4x4/Jeep/Suv, PERISTERI 12132,https://www.car.gr/classifieds/cars/view/331297078-peugeot-3008?lang=en,Ram,PERISTERI,Unknown,12132
1651,"  Fiat Punto '00 1,2 ",1900,02/2000,285000,1242,75,Petrol,Manual,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/331264355-fiat-punto?lang=en,Fiat,THERMI,Punto,57001
1653,  Peugeot 208 '15,8900,06/2015,92000,1400,69,Diesel,Manual,Compact/Hatchback, ELLINIKO 16777,https://www.car.gr/classifieds/cars/view/14477820-peugeot-208?lang=en,Peugeot,ELLINIKO,208,16777
1654,  Bmw X6 '11  xDrive40d Edition Exclusive Sport-Automatic Pano,36000,01/2011,155000,2998,306,Diesel,Automatic,4x4/Jeep/Suv, ELLINIKO 16777,https://www.car.gr/classifieds/cars/view/326708474-bmw-x6?lang=en,Bmw,ELLINIKO,X6,16777
1655,  Toyota Proace '19,17990,09/2019,178300,1499,102,Diesel,Manual,Van/Mini Bus, AIGALEW 12243,https://www.car.gr/classifieds/cars/view/327573130-toyota-proace?lang=en,Toyota,AIGALEW,Proace,12243
1656,  Dacia Sandero '16 1.2cc Βενζίνη ,7700,01/2016,111000,1200,90,Petrol,Manual,Compact/Hatchback, KSANTHI 67100,https://www.car.gr/classifieds/cars/view/329176430-dacia-sandero?lang=en,Dacia,KSANTHI,Unknown,67100
1657,  Nissan Qashqai '17 !!4x4!! Techna full !89500!Χιλ,22500,01/2017,89500,1600,131,Diesel,Manual,4x4/Jeep/Suv, KSANTHI 67100,https://www.car.gr/classifieds/cars/view/331064656-nissan-qashqai?lang=en,Nissan,KSANTHI,Qashqai,67100
1658,  Hyundai i 30 '16 1.4cc euro6 full extra diesel,12990,01/2016,115000,1400,95,Diesel,Manual,Limousine/Sedan, KSANTHI 67100,https://www.car.gr/classifieds/cars/view/328851474-hyundai-i-30?lang=en,Hyundai,KSANTHI,Unknown,67100
1659,  Smart ForTwo '16 !!!18000!!!χιλ pulse Automatic,12990,01/2016,18000,999000,71,Petrol,Automatic,Coupe-Sport, KSANTHI 67100,https://www.car.gr/classifieds/cars/view/330423836-smart-fortwo?lang=en,Smart,KSANTHI,ForTwo,67100
1660,  Nissan Navara '05 4χ4 Διπλοκάμπινο,13990,01/2005,330000,2488,175,Diesel,Manual,4x4/Jeep/Suv, KSANTHI 67100,https://www.car.gr/classifieds/cars/view/331009753-nissan-navara?lang=en,Nissan,KSANTHI,Navara,67100
1661,  Nissan Qashqai '17 1.5 full extra Euro6 ,18500,01/2017,132000,1500,115,Diesel,Manual,4x4/Jeep/Suv, KSANTHI 67100,https://www.car.gr/classifieds/cars/view/326882583-nissan-qashqai?lang=en,Nissan,KSANTHI,Qashqai,67100
1662,  Volkswagen Golf '12 Highline 1.4 tsi 160ps,10990,01/2012,149000,1400,160,Petrol,Manual,Compact/Hatchback, KSANTHI 67100,https://www.car.gr/classifieds/cars/view/327475869-volkswagen-golf?lang=en,Volkswagen,KSANTHI,Golf,67100
1663,  Hyundai i 10 '17  1.0cc full extra ,8990,05/2017,110000,1000,70,Petrol,Manual,Compact/Hatchback, KSANTHI 67100,https://www.car.gr/classifieds/cars/view/330761216-hyundai-i-10?lang=en,Hyundai,KSANTHI,Unknown,67100
1664,  Volkswagen T3 '88 CARAVELLE C,12999,01/1988,90000,1890,120,Petrol,Manual,Commercial Passenger, KSANTHI 67100,https://www.car.gr/classifieds/cars/view/317808284-volkswagen-t3?lang=en,Volkswagen,KSANTHI,Unknown,67100
1665,"  Dacia Duster '13 Πετρέλαιο 1,5 cc 6 ταχυτο",9990,01/2013,155000,1500,110,Diesel,Manual,4x4/Jeep/Suv, KSANTHI 67100,https://www.car.gr/classifieds/cars/view/325547170-dacia-duster?lang=en,Dacia,KSANTHI,Unknown,67100
1666,  Nissan Vanette '95,3800,01/1995,234450,2300,88,Diesel,Manual,Van/Mini Bus, VELVENTOS 50400,https://www.car.gr/classifieds/cars/view/330465964-nissan-vanette?lang=en,Nissan,VELVENTOS,Unknown,50400
1667,  Honda Civic '06 1.8,5000,01/2006,296000,1800,140,Petrol,Manual,Compact/Hatchback, ELEFTHERIO 56334,https://www.car.gr/classifieds/cars/view/330534758-honda-civic?lang=en,Honda,ELEFTHERIO,Civic,56334
1668,  Mercedes-Benz A 35 AMG '20,69000,01/2020,29000,1991,306,Petrol,Automatic,Other, ILIOYPOLI 16346,https://www.car.gr/classifieds/cars/view/331306924-mercedes-benz-a-35-amg?lang=en,Mercedes-benz,ILIOYPOLI,Unknown,16346
1669,  Ford Fiesta '18 St line,15900,08/2018,67300,1500,120,Diesel,Manual,Other, ANW LIOSIA 13341,https://www.car.gr/classifieds/cars/view/329773654-ford-fiesta?lang=en,Ford,ANW LIOSIA,Fiesta,13341
1670,  Kia Picanto '00,2000,01/2000,200000,1100,65,Petrol,Manual,Compact/Hatchback, KERATSINI 18757,https://www.car.gr/classifieds/cars/view/328072465-kia-picanto-wanted?lang=en,Kia,KERATSINI,Picanto,18757
1671,  Subaru Vivio '90,1000,01/1990,200000,650000,50,Petrol,Manual,Coupe-Sport, KERATSINI 18757,https://www.car.gr/classifieds/cars/view/328072260-subaru-vivio-wanted?lang=en,Subaru,KERATSINI,Unknown,18757
1672,  Lancia Ypsilon '05,2000,01/2005,200000,1200,65,Petrol,Manual,Coupe-Sport, KERATSINI 18757,https://www.car.gr/classifieds/cars/view/327986934-lancia-ypsilon-wanted?lang=en,Lancia,KERATSINI,Unknown,18757
1673,  Volkswagen Polo '04,2000,01/2004,200000,1200,64,Petrol,Manual,Compact/Hatchback, KERATSINI 18757,https://www.car.gr/classifieds/cars/view/327986820-volkswagen-polo-wanted?lang=en,Volkswagen,KERATSINI,Polo,18757
1674,  Honda Civic '00,1500,09/2000,150000,1400,98,Petrol,Manual,Compact/Hatchback, KERATSINI 18757,https://www.car.gr/classifieds/cars/view/330556121-honda-civic-wanted?lang=en,Honda,KERATSINI,Civic,18757
1675,  Suzuki Alto '01,1000,01/2001,200000,900000,60,Petrol,Manual,Compact/Hatchback, KERATSINI 18757,https://www.car.gr/classifieds/cars/view/328072640-suzuki-alto-wanted?lang=en,Suzuki,KERATSINI,Alto,18757
1676,  Daihatsu Cuore '02,2000,01/2002,200000,900000,60,Petrol,Manual,Compact/Hatchback, KERATSINI 18757,https://www.car.gr/classifieds/cars/view/328072574-daihatsu-cuore-wanted?lang=en,Daihatsu,KERATSINI,Unknown,18757
1677,  Nissan '98 Ap 1998 Kai Meta....,2000,01/1998,200000,1000,60,Petrol,Manual,Compact/Hatchback, KERATSINI 18757,https://www.car.gr/classifieds/cars/view/327986646-nissan-wanted?lang=en,Nissan,KERATSINI,Unknown,18757
1678,  Bmw 116 '14 Turbo 136ps ΔΕΡΜΑ,13999,05/2014,98000,1600,136,Petrol,Manual,Compact/Hatchback, VOLOS 38500,https://www.car.gr/classifieds/cars/view/331306921-bmw-116?lang=en,Bmw,VOLOS,116,38500
1679,  Land Rover Freelander '02 D4D DIESEL  ,4500,01/2002,225000,2000,125,Diesel,Manual,4x4/Jeep/Suv, SERVIA KOZANIS 50500,https://www.car.gr/classifieds/cars/view/326932142-land-rover-freelander?lang=en,Land rover,SERVIA KOZANIS,Freelander,50500
1680,  Fiat 500 '12,6650,12/2012,180000,1300,95,Diesel,Manual,Coupe-Sport, NEA MAKRI 19005,https://www.car.gr/classifieds/cars/view/330875644-fiat-500?lang=en,Fiat,NEA MAKRI,500,19005
1681,  Honda Civic '98,3300,09/1998,273000,1400,90,Petrol,Manual,Limousine/Sedan, YMITTOS 17237,https://www.car.gr/classifieds/cars/view/330960813-honda-civic?lang=en,Honda,YMITTOS,Civic,17237
1682,  Mercedes-Benz B 180 '12 SPORTS TOURER W246,14000,09/2012,122000,1800,110,Diesel,Manual,Limousine/Sedan, GLYFADA 16561,https://www.car.gr/classifieds/cars/view/31801509-mercedes-benz-b-180?lang=en,Mercedes-benz,GLYFADA,B 180,16561
1683,  Opel Insignia '09  Sports Tourer 1.6 Turbo Sport,9800,07/2009,113000,1598,180,Petrol,Manual,Limousine/Sedan, SPATA 19004,https://www.car.gr/classifieds/cars/view/330484632-opel-insignia?lang=en,Opel,SPATA,Insignia,19004
1684,  Hyundai i 10 '16 CLIMA-CRUISE-NAVI-ΑΡΙΣΤΗ ΚΑΤΑΣΤΑΣΗ,9290,05/2016,130000,998000,68,Petrol,Manual,Compact/Hatchback, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/326656854-hyundai-i-10?lang=en,Hyundai,PYLAIA,Unknown,55535
1685,"  Kia Rio '11 1,2- ΑΡΙΣΤΟ - ΤΙΜΗ""ΚΛΕΙΔΙ""",8500,10/2011,170000,1248,85,Petrol,Manual,Compact/Hatchback, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/326185623-kia-rio?lang=en,Kia,PYLAIA,Rio,55535
1686,"  Citroen C3 '15 1,2-ΒΕΝΖ.-ΠΛΟΥΣΙΟ-ΕΞΑΙΡΕΤΙΚΟ- ",8990,06/2015,140000,1200,81,Petrol,Manual,Compact/Hatchback, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/325538844-citroen-c3?lang=en,Citroen,PYLAIA,C3,55535
1687,  Bmw 520 '99 ΙΔΙΩΤΗ-ΜΕ 94000χλμ-ΑΠΙΣΤΕΥΤΗ ΚΑΤΑΣΤΑΣΗ,3990,12/1999,94500,2000,150,Petrol,Manual,Limousine/Sedan, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/322465021-bmw-520?lang=en,Bmw,PYLAIA,520,55535
1688,"  Toyota Aygo '11 5Π-ΑΥΤΟΜΑΤΟ-ΕΛΛΗΝΙΚΟ-ΤΙΜΗ""ΚΛΕΙΔΙ""",8490,11/2011,145000,998000,68,Petrol,Automatic,Compact/Hatchback, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/330727953-toyota-aygo?lang=en,Toyota,PYLAIA,Aygo,55535
1689,"  Opel Corsa '08 1,6-GSI-ΟΡΟΦΗ-BOOK SERVICE-ΙΔΙΩΤΗ",5990,05/2008,230000,1598,150,Petrol,Manual,Compact/Hatchback, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/330221975-opel-corsa?lang=en,Opel,PYLAIA,Corsa,55535
1690,"  Opel Corsa '15 1,3-DIES.-0 ΤΕΛΗ-ΠΛΟΥΣΙΟ-AΨΟΓΟ",9490,04/2015,97000,1248,95,Diesel,Manual,Compact/Hatchback, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/325168681-opel-corsa?lang=en,Opel,PYLAIA,Corsa,55535
1691,  Mazda 6 '10 ΙΔΙΩΤΗ - 69000χλμ - ΑΡΙΣΤΟ -,10490,04/2010,69000,1798,120,Petrol,Manual,Limousine/Sedan, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/328685153-mazda-6?lang=en,Mazda,PYLAIA,6,55535
1692,"  Jeep Compass '08 2,4 - 4x4 - 1ο ΧΕΡΙ - LIMITED - ΑΡΙΣΤΟ",5990,01/2008,164000,2359,170,Petrol,Manual,4x4/Jeep/Suv, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/330275403-jeep-compass?lang=en,Jeep,PYLAIA,Compass,55535
1693,"  Audi A3 '06 2,0 - 4X4 - 200HP - ΑΡΙΣΤΟ -",7990,11/2006,214000,1984,200,Petrol,Manual,Compact/Hatchback, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/327805197-audi-a3?lang=en,Audi,PYLAIA,A3,55535
1694,  Ford Focus '17 FULL EXTRA-ΜΕ ΤΕΛΗ 23 & ΜΕΤΑΒ/ΣΗ,14490,10/2017,99990,1000,125,Petrol,Manual,Limousine/Sedan, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/327661767-ford-focus?lang=en,Ford,PYLAIA,Focus,55535
1695,"  Fiat Grande Punto '10 EVO - 1,2 - 5P - ΙΔΙΩΤΗ - ΑΡΙΣΤΟ -",6200,02/2010,160000,1242,68,Petrol,Manual,Compact/Hatchback, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/327555656-fiat-grande-punto?lang=en,Fiat,PYLAIA,Punto,55535
1696,"  Bmw 116 '15 1,5 DIES./5P- 0 ΤΕΛΗ-ΙΔΙΩΤΗ-ΕΞΑΙΡΕΤΙΚΟ",14690,10/2015,220000,1499,115,Diesel,Manual,Compact/Hatchback, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/326288621-bmw-116?lang=en,Bmw,PYLAIA,116,55535
1697,"  Skoda Citigo '16 1,0-3Θ-ΠΛΟΥΣΙΟ-ΑΡΙΣΤΟ-ΤΙΜΗ""ΚΛΕΙΔΙ""",7490,08/2016,92200,999000,60,Petrol,Manual,Compact/Hatchback, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/323124195-skoda-citigo?lang=en,Skoda,PYLAIA,Citigo,55535
1698,"  Fiat 500 '16 1,2-ΠΑΝΟΡΑΜΑ-ΠΛΟΥΣΙΟ-AΡIΣTO-",11790,04/2016,89000,1242,70,Petrol,Manual,Compact/Hatchback, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/326980739-fiat-500?lang=en,Fiat,PYLAIA,500,55535
1700,  Smart ForTwo '13,9000,05/2013,98500,1000,75,Petrol,Automatic,Coupe-Sport, ARXANES 70100,https://www.car.gr/classifieds/cars/view/331306913-smart-forfour?lang=en,Smart,ARXANES,ForTwo,70100
1701,  Mercedes-Benz A 180 '05 AVANTGARDE FULL EXTRA !!!!!,4900,03/2005,298140,1991,109,Diesel,Automatic,Limousine/Sedan, TRIKALA 42100,https://www.car.gr/classifieds/cars/view/28933538-mercedes-benz-a-180?lang=en,Mercedes-benz,TRIKALA,A 180,42100
