,title,price,registration,km,displacement,hp,fuel,transmission,category,location,link,brand,town,model,zip_codes
1702,  Jeep Wrangler '08 jk 4 πορτο,27000,01/2008,78000,3800,250,Petrol,Automatic,4x4/Jeep/Suv, IRAKLEIO 71305,https://www.car.gr/classifieds/cars/view/330305839-jeep-wrangler?lang=en,Jeep,IRAKLEIO,Wrangler,71305
1703,  Opel Corsa '15,7600,03/2015,251000,1248,75,Diesel,Manual,Compact/Hatchback, NEA SMYRNI 17123,https://www.car.gr/classifieds/cars/view/331161156-opel-corsa?lang=en,Opel,NEA SMYRNI,Corsa,17123
1704,  Volvo XC40 '19  T3 R Design,33400,03/2019,31500,1500,156,Petrol,Manual,4x4/Jeep/Suv, NEA ERYTHRAIA 14671,https://www.car.gr/classifieds/cars/view/331271750-volvo-xc40?lang=en,Volvo,NEA ERYTHRAIA,XC40,14671
1705,  Renault Megane '05 Cabrio ,950,05/2005,270000,1600,115,Petrol,Manual,Convertible/Roadster, AIGALEW 12242,https://www.car.gr/classifieds/cars/view/331012579-renault-megane?lang=en,Renault,AIGALEW,Megane,12242
1706,  Ford Transit Connect '06 ΨΥΓΕΙΟ ΣΥΝΤΗΡΗΣΗ.ΚΑΤΑΨ.ΕΩΣ -20,8200,02/2006,189100,1800,95,Diesel,Manual,Other, PETROYPOLI 13231,https://www.car.gr/classifieds/cars/view/322966738-ford-transit-connect?lang=en,Ford,PETROYPOLI,Transit,13231
1707,  Audi A3 '10 Sportback 1.6TDI Ambition,9000,01/2010,231000,1600,105,Diesel,Manual,Combi/Caravan, NEA IWNIA 14233,https://www.car.gr/classifieds/cars/view/317449879-audi-a3?lang=en,Audi,NEA IWNIA,A3,14233
1708,  Abarth 500 '10 Esseesse FULL EXTRA ! ,12600,01/2010,124900,1400,160,Petrol,Manual,Coupe-Sport, KIFISIA 14562,https://www.car.gr/classifieds/cars/view/330936873-abarth-500?lang=en,Abarth,KIFISIA,Unknown,14562
1709,  Opel Corsa '16  1.3 CDTI ecoFlex Start&Stop Selection (5-Gear),9000,08/2016,80000,1248,75,Diesel,Manual,Compact/Hatchback, LEFKIMMI 49080,https://www.car.gr/classifieds/cars/view/325391164-opel-corsa?lang=en,Opel,LEFKIMMI,Corsa,49080
1710,  Ford Fiesta '15 ECOBOOST 100 PS,10000,03/2015,125000,1000,101,Petrol,Manual,Compact/Hatchback, LEFKIMMI 49080,https://www.car.gr/classifieds/cars/view/328374812-ford-fiesta?lang=en,Ford,LEFKIMMI,Fiesta,49080
1711,  Nissan Qashqai '16  1.2 DIG-T Acenta,17000,06/2016,99000,1197,116,Petrol,Manual,4x4/Jeep/Suv, LEFKIMMI 49080,https://www.car.gr/classifieds/cars/view/327862966-nissan-qashqai?lang=en,Nissan,LEFKIMMI,Qashqai,49080
1712,  Renault Clio '18,10500,12/2018,100000,1461,90,Diesel,Manual,Commercial Passenger, LEFKIMMI 49080,https://www.car.gr/classifieds/cars/view/331156636-renault-clio?lang=en,Renault,LEFKIMMI,Clio,49080
1713,  Fiat Grande Punto '17 Diesel 95 hp ,9000,04/2017,150000,1248,95,Diesel,Manual,Compact/Hatchback, LEFKIMMI 49080,https://www.car.gr/classifieds/cars/view/326754775-fiat-grande-punto?lang=en,Fiat,LEFKIMMI,Punto,49080
1714,  Opel Corsa '15  1.4 Color Edition,10500,05/2015,80000,1398,90,Petrol,Manual,Compact/Hatchback, LEFKIMMI 49080,https://www.car.gr/classifieds/cars/view/330425960-opel-corsa?lang=en,Opel,LEFKIMMI,Corsa,49080
1715,  Nissan Almera '06 Motiva,4000,11/2006,147000,1497,96,Petrol,Manual,Compact/Hatchback, VARI 16672,https://www.car.gr/classifieds/cars/view/35329771-nissan-almera?lang=en,Nissan,VARI,Almera,16672
1716,  Fiat 500X '18  1.6 MultiJet Sport,19800,06/2018,96000,1600,120,Diesel,Automatic,4x4/Jeep/Suv, EFOSMOS-STAFROYPOLI 56224,https://www.car.gr/classifieds/cars/view/331004688-fiat-500x?lang=en,Fiat,EFOSMOS-STAFROYPOLI,500,56224
1717,  Opel Astra '09  GTC 1.6 Turbo,7500,07/2009,134000,1600,250,Petrol,Manual,Coupe-Sport, LARISA 41334,https://www.car.gr/classifieds/cars/view/316018306-opel-astra?lang=en,Opel,LARISA,Astra,41334
1718,  Opel Astra '18 1.6D Selection 110HP Ελληνικό!,10700,01/2018,183000,1600,110,Diesel,Manual,Compact/Hatchback, KORYDALLOS 18121,https://www.car.gr/classifieds/cars/view/331092248-opel-astra?lang=en,Opel,KORYDALLOS,Astra,18121
1719,  Smart ForTwo '12 Panorama/Book/Diesel/Face Lift,7000,10/2012,159000,800000,55,Diesel,Automatic,Compact/Hatchback, KORYDALLOS 18121,https://www.car.gr/classifieds/cars/view/331267076-smart-fortwo?lang=en,Ram,KORYDALLOS,Unknown,18121
1720,  Honda Civic '04 TYPER,20000,01/2004,35000,2000,200,Petrol,Manual,Compact/Hatchback, ILION 13122,https://www.car.gr/classifieds/cars/view/317105203-honda-civic?lang=en,Honda,ILION,Civic,13122
1721,  Hyundai Santa Fe '02  2.7 V6 187000km ελληνικό ΑΡΙΣΤΟ!!!,6300,01/2002,187000,2656,170,Petrol,Automatic,4x4/Jeep/Suv, GLYFADA 16674,https://www.car.gr/classifieds/cars/view/330456308-hyundai-santa-fe?lang=en,Hyundai,GLYFADA,Santa Fe,16674
1722,  Opel Crossland X '18 1.2 x-cite ελληνικό 17000 km ΣΧΕΔΟΝ ΚΑΙΝΟΥΡΓΙΟ!!!,17800,03/2018,17000,1199,81,Petrol,Manual,4x4/Jeep/Suv, GLYFADA 16674,https://www.car.gr/classifieds/cars/view/329630176-opel-crossland-x?lang=en,Opel,GLYFADA,Crossland,16674
1723,  Nissan Juke '17 Nissan Juke '17 TEKNΑ,16800,08/2017,81000,1500,115,Diesel,Automatic,4x4/Jeep/Suv, MAROYSI 15126,https://www.car.gr/classifieds/cars/view/330978856-nissan-juke?lang=en,Nissan,MAROYSI,JUKE,15126
1724,"  Renault Clio '18 1,5 dCi DYNAMIC ελληνικό 1ο χέρι ΑΡΙΣΤΟ!!!",13200,08/2018,119000,1461,90,Diesel,Manual,Compact/Hatchback, GLYFADA 16674,https://www.car.gr/classifieds/cars/view/328990984-renault-clio?lang=en,Renault,GLYFADA,Clio,16674
1725,  Skoda Octavia '11 DIESEL ελληνικό 1ος ιδιοκτήτης ΑΡΙΣΤΟ!!!,9900,06/2011,200000,1598,105,Diesel,Manual,Limousine/Sedan, GLYFADA 16674,https://www.car.gr/classifieds/cars/view/326888359-skoda-octavia?lang=en,Skoda,GLYFADA,Octavia,16674
1726,  Fiat 127 '77 1050 CL,4500,02/1977,2000,1050,67,Petrol,Manual,Compact/Hatchback, KERKYRA 49100,https://www.car.gr/classifieds/cars/view/331306905-fiat-127?lang=en,Fiat,KERKYRA,Unknown,49100
1727,  Ford Fiesta '13 ST-LINE TURBO ECOBOOST SONY RCD,9000,10/2013,140000,998000,115,Petrol,Manual,Compact/Hatchback, MESSINI 24200,https://www.car.gr/classifieds/cars/view/330049421-ford-fiesta?lang=en,Ford,MESSINI,Fiesta,24200
1728,  Fiat Panda '12,4999,01/2012,212000,1242,75,Petrol,Manual,Limousine/Sedan, DRAMA 66100,https://www.car.gr/classifieds/cars/view/327525749-fiat-panda?lang=en,Fiat,DRAMA,Panda,66100
1729,  Nissan Qashqai '18  1.5 dci Acenta-Ελληνικό,20999,10/2018,129850,1500,110,Diesel,Manual,4x4/Jeep/Suv, DRAMA 66100,https://www.car.gr/classifieds/cars/view/330255026-nissan-qashqai?lang=en,Nissan,DRAMA,Qashqai,66100
1730,  Volkswagen Scirocco '10  1.4 TSI Ηλιοροφή Ελλην.Αυτ/το,10999,10/2010,140000,1400,122,Petrol,Manual,Coupe-Sport, DRAMA 66100,https://www.car.gr/classifieds/cars/view/329671172-volkswagen-scirocco?lang=en,Volkswagen,DRAMA,Scirocco,66100
1731,  Opel Corsa '07 1.2 Βενζίνη ,4999,10/2007,165000,1200,75,Petrol,Manual,Limousine/Sedan, DRAMA 66100,https://www.car.gr/classifieds/cars/view/329369953-opel-corsa?lang=en,Opel,DRAMA,Corsa,66100
1732,  Opel Corsa '10 1ο Χέρι. Ελ.Αντ/πειας.6ταχυτο,6500,10/2010,220000,1300,90,Diesel,Manual,Limousine/Sedan, DRAMA 66100,https://www.car.gr/classifieds/cars/view/327840970-opel-corsa?lang=en,Opel,DRAMA,Corsa,66100
1733,"  Mercedes-Benz ML 270 '01 Diesel, Navi, Άριστο!",6500,11/2001,288000,2700,163,Diesel,Manual,4x4/Jeep/Suv, THERMI 57001,https://www.car.gr/classifieds/cars/view/331306434-mercedes-benz-ml-270?lang=en,Mercedes-benz,THERMI,ML,57001
1734,"  Smart ForTwo '17 0.9 Turbo, 90PS, Automatic, Άριστο!",14990,07/2017,63000,900000,90,Petrol,Automatic,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/330938976-smart-fortwo?lang=en,Smart,THERMI,ForTwo,57001
1735,"  Bmw 525 '06 Xi, 4x4, Οροφή, Ελληνικό!!",10700,11/2006,200000,2497,218,Petrol,Manual,Limousine/Sedan, THERMI 57001,https://www.car.gr/classifieds/cars/view/330850138-bmw-525?lang=en,Bmw,THERMI,X4,57001
1736,"  Volkswagen Golf '12 1.6 Diesel, Αυτόματο, Άριστο!",10990,06/2012,186000,1600,105,Diesel,Automatic,Combi/Caravan, THERMI 57001,https://www.car.gr/classifieds/cars/view/330791788-volkswagen-golf?lang=en,Volkswagen,THERMI,Golf,57001
1737,  Seat Leon '16 1.6 TDI ST ΕΛΛΗΝΙΚΟ,9900,07/2016,211000,1598,115,Diesel,Manual,Combi/Caravan, NEA XALKIDONA 14343,https://www.car.gr/classifieds/cars/view/318505860-seat-leon?lang=en,Seat,NEA XALKIDONA,Leon,14343
1738,  Mini Countryman '14 Cooper D * panorama * clima* ,15500,10/2014,105000,1600,112,Diesel,Manual,4x4/Jeep/Suv, VOLOS 38334,https://www.car.gr/classifieds/cars/view/327353726-mini-countryman?lang=en,Mini,VOLOS,Cooper,38334
1739,  Bmw 316 '14 M3 look,22000,09/2014,120000,2000,190,Diesel,Manual,Limousine/Sedan, KOZANI 50100,https://www.car.gr/classifieds/cars/view/327545384-bmw-316?lang=en,Bmw,KOZANI,M3,50100
1740,  Nissan Qashqai+2 '13,16000,10/2013,118000,1500,110,Diesel,Manual,4x4/Jeep/Suv, PATRA 26222,https://www.car.gr/classifieds/cars/view/330753309-nissan-qashqai2?lang=en,Nissan,PATRA,Qashqai,26222
1741,  Opel GT '08 ΤΕΛΗ 23 ΠΛΗΡΩΜΈΝΑ ,13000,09/2008,15000,1998,330,Petrol,Manual,Convertible/Roadster, ATHINA 11474,https://www.car.gr/classifieds/cars/view/325197739-opel-gt?lang=en,Opel,ATHINA,GT,11474
1742,  Nissan X-Trail '18 1.6 DCI N-CONNECTA 4X4 ΥΠΕΡΑΡΙΣΤΟ ΕΛΛΗΝΙΚΟ,28700,08/2018,63000,1600,130,Diesel,Manual,4x4/Jeep/Suv, NEO PSYXIKO 15451,https://www.car.gr/classifieds/cars/view/330788352-nissan-x-trail?lang=en,Nissan,NEO PSYXIKO,X-Trail,15451
1743,  Volkswagen Polo '09 CROSS 1.4 Α'ΧΕΡΙ ΙΔΙΩΤΗ ΕΛΛΗΝΙΚΟ,7800,06/2009,135000,1400,80,Petrol,Manual,Compact/Hatchback, NEO PSYXIKO 15451,https://www.car.gr/classifieds/cars/view/329489364-volkswagen-polo?lang=en,Volkswagen,NEO PSYXIKO,Polo,15451
1744,  Ford Mondeo '17  1.5 TDCi STATION WAGON ΥΠΕΡΑΡΙΣΤΟ ΕΛΛΗΝΙΚΟ,17800,10/2017,91000,1500,120,Diesel,Manual,Combi/Caravan, NEO PSYXIKO 15451,https://www.car.gr/classifieds/cars/view/328395425-ford-mondeo?lang=en,Ford,NEO PSYXIKO,Mondeo,15451
1745,  Seat Leon '18  2.0 TDI 150HP  XCELLENCE DSG ΕΛΛΗΝΙΚΟ,19800,02/2018,49000,2000,150,Diesel,Automatic,Compact/Hatchback, NEO PSYXIKO 15451,https://www.car.gr/classifieds/cars/view/327638382-seat-leon?lang=en,DS,NEO PSYXIKO,Unknown,15451
1746,  Renault Kadjar '17 1.5 DCI 110 DYNAMIC EDC PANORAMA ΔΕΡΜΑ,20700,05/2017,72000,1500,110,Diesel,Automatic,4x4/Jeep/Suv, NEO PSYXIKO 15451,https://www.car.gr/classifieds/cars/view/330239292-renault-kadjar?lang=en,Ram,NEO PSYXIKO,Unknown,15451
1747,  Nissan Qashqai '17 1.5 DCI ACENTA ΕΛΛΗΝΙΚΟ 48.000ΧΛΜ!!!!!,19800,11/2017,48000,1500,110,Diesel,Manual,4x4/Jeep/Suv, NEO PSYXIKO 15451,https://www.car.gr/classifieds/cars/view/328791019-nissan-qashqai?lang=en,Nissan,NEO PSYXIKO,Qashqai,15451
1748,  Volkswagen Tiguan '17 1.6 TDI ADVANCE NAVI CLIMA EURO6,22800,05/2017,99000,1600,115,Diesel,Manual,4x4/Jeep/Suv, NEO PSYXIKO 15451,https://www.car.gr/classifieds/cars/view/328278969-volkswagen-tiguan?lang=en,Volkswagen,NEO PSYXIKO,Tiguan,15451
1749,  Hyundai i 10 '16  1.0 RED STYLE LED,8900,12/2016,109500,1000,75,Petrol,Manual,Limousine/Sedan, EDESSA 58200,https://www.car.gr/classifieds/cars/view/330942290-hyundai-i-10?lang=en,Hyundai,EDESSA,Unknown,58200
1750,  Volkswagen Tiguan '10,10999,01/2010,170000,2000,200,Petrol,Manual,4x4/Jeep/Suv, PEIRAIAS 18533,https://www.car.gr/classifieds/cars/view/328835514-volkswagen-tiguan?lang=en,Volkswagen,PEIRAIAS,Tiguan,18533
1751,  Subaru Impreza '03,123,11/2003,120000,2000,0,Petrol,Manual,Race Car, ATHINA 11141,https://www.car.gr/classifieds/cars/view/312660590-subaru-impreza?lang=en,Subaru,ATHINA,Impreza,11141
1752,  Porsche Cayenne '09 GTS ΠΑΝΟΡΑΜΑ ΠΛΗΡΩΜΕΝΑ ΤΕΛΗ 23,28000,09/2009,225417,2967,290,Diesel,Automatic,4x4/Jeep/Suv, ALEKSANDREIA 59300,https://www.car.gr/classifieds/cars/view/328006572-porsche-cayenne?lang=en,Porsche,ALEKSANDREIA,Cayenne,59300
1753,  Audi 80 '92,1500,01/1992,152000,1600,1,Petrol,Manual,Limousine/Sedan, PEFKI 15121,https://www.car.gr/classifieds/cars/view/328839982-audi-80?lang=en,Audi,PEFKI,80,15121
1754,  Bmw 320 '08,18000,01/2008,300000,2000,177,Diesel,Automatic,Coupe-Sport, XALKIDA 34100,https://www.car.gr/classifieds/cars/view/325882986-bmw-320?lang=en,Bmw,XALKIDA,320,34100
1755,  Audi A7 '11  Sportback 3.0 TFSI quattro ,27000,01/2011,200000,3000,350,Petrol,Automatic,Limousine/Sedan, PERISTERI 12133,https://www.car.gr/classifieds/cars/view/331302212-audi-a7?lang=en,Audi,PERISTERI,A7,12133
1756,  Mercedes-Benz 190 '92 E 1.8 Sportline,2500,09/1992,235000,1797,120,Petrol,Manual,Limousine/Sedan, PERISTERI 12131,https://www.car.gr/classifieds/cars/view/329544779-mercedes-benz-190?lang=en,Mercedes-benz,PERISTERI,Unknown,12131
1757,  Renault Clio '17 1.5 DCI AUTHENTIC EURO 6 ΜΗΔΕΝΙΚΑ ΤΕΛ.ΚΥΚΛΟΦΟΡΙΑΣ,10990,02/2017,129000,1500,75,Diesel,Manual,Compact/Hatchback, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/330272046-renault-clio?lang=en,Renault,TRIPOLI,Clio,22100
1758,  Peugeot 2008 '19  1.5 BlueHDi 100 Active Pack Business EURO6,15990,07/2019,98000,1500,102,Diesel,Manual,4x4/Jeep/Suv, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/331043166-peugeot-2008?lang=en,Peugeot,TRIPOLI,2008,22100
1759,"  Renault Clio '13 1,5  DCI VAN ",7490,10/2013,137000,1500,75,Diesel,Manual,Compact/Hatchback, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/329718209-renault-clio?lang=en,Renault,TRIPOLI,Clio,22100
1760,  Peugeot 2008 '19  1.5 BlueHDi 100 Active Plus EURO6,15790,05/2019,132000,1500,102,Diesel,Manual,4x4/Jeep/Suv, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/331043106-peugeot-2008?lang=en,Peugeot,TRIPOLI,2008,22100
1761,  Peugeot 2008 '18  1.6 BlueHDi 100 Active ΧΩΡΙΣ ΤΕΛΗ ΚΥΚΛΟΦΟΡΙΑΣ,15290,06/2018,138000,1600,100,Diesel,Manual,4x4/Jeep/Suv, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/329717891-peugeot-2008?lang=en,Peugeot,TRIPOLI,2008,22100
1762,  Opel Astra '18  1.6 CDTI SELECTION EURO 6 ΜΗΔΕΝΙΚΑ ΤΕΛΗ,12990,01/2018,135000,1600,110,Diesel,Manual,Compact/Hatchback, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/329653163-opel-astra?lang=en,Opel,TRIPOLI,Astra,22100
1763,  Opel Astra '18 Diesel  SELECTION EURO 6 ΜΗΔΕΝΙΚΑ ΤΕΛΗ,12990,02/2018,119000,1600,110,Diesel,Manual,Compact/Hatchback, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/328786978-opel-astra?lang=en,Opel,TRIPOLI,Astra,22100
1764,  Peugeot 308 '19  1.5 BlueHDi 100 Active PLUS EURO 6,14490,09/2019,135000,1500,102,Diesel,Manual,Compact/Hatchback, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/328426458-peugeot-308?lang=en,Peugeot,TRIPOLI,308,22100
1765,  Peugeot 208 '15  1.2 PureTech 82 Access EURO 6,9490,11/2015,87000,1200,82,Petrol,Manual,Compact/Hatchback, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/328846503-peugeot-208?lang=en,Peugeot,TRIPOLI,208,22100
1766,  Peugeot 2008 '19  1.5 BlueHDi 100 Active Pack Business EURO6,16190,04/2019,89000,1500,102,Diesel,Manual,4x4/Jeep/Suv, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/331201128-peugeot-2008?lang=en,Peugeot,TRIPOLI,2008,22100
1767,"  Renault Megane '18 1,5  DCI AUTHENTIC S/S EURO 6",12990,03/2018,111000,1500,90,Diesel,Manual,Compact/Hatchback, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/331082677-renault-megane?lang=en,Renault,TRIPOLI,Megane,22100
1768,  Nissan Micra '16  1.2 Acenta  EURO 6,9290,10/2016,103000,1200,82,Petrol,Manual,Compact/Hatchback, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/331010118-nissan-micra?lang=en,Nissan,TRIPOLI,Micra,22100
1769,  Renault Clio '18 Estate 1.5 dCi 90ch energy Business,11990,10/2018,133000,1500,90,Diesel,Manual,Combi/Caravan, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/330864040-renault-clio?lang=en,Renault,TRIPOLI,Clio,22100
1770,  Renault Megane '18 1.5 DCI AUTHENTIC S/S EURO 6,12990,03/2018,126740,1500,90,Diesel,Manual,Compact/Hatchback, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/330272034-renault-megane?lang=en,Renault,TRIPOLI,Megane,22100
1771,  Opel Corsa '15  1.3 ECOTEC Diesel Color Editi,7800,06/2015,175000,1300,95,Diesel,Manual,Coupe-Sport, PALAIO FALIRO 17562,https://www.car.gr/classifieds/cars/view/330297931-opel-corsa?lang=en,Opel,PALAIO FALIRO,Corsa,17562
1772,  Peugeot 207 '07,6200,09/2007,223000,1600,120,Petrol,Manual,Coupe-Sport, PERIOXI AERODROMIOY 57019,https://www.car.gr/classifieds/cars/view/330730409-peugeot-207?lang=en,Peugeot,PERIOXI AERODROMIOY,207,57019
1773,  Volkswagen Eos '09 R LINE PANORAMA,4350,01/2009,146000,1600,140,Petrol,Manual,Convertible/Roadster, ATHINA 10431,https://www.car.gr/classifieds/cars/view/331306820-volkswagen-eos?lang=en,Ram,ATHINA,Unknown,10431
1774,  Bmw 116 '10 Facelift,8300,06/2010,153000,1600,122,Petrol,Manual,Compact/Hatchback, WRAIOKASTRO 57013,https://www.car.gr/classifieds/cars/view/331005156-bmw-116?lang=en,Bmw,WRAIOKASTRO,116,57013
1775,  Smart ForTwo '17 Prime 90hp 2017 F1,16000,06/2017,39000,900000,90,Petrol,Automatic,Coupe-Sport, PATRA 26441,https://www.car.gr/classifieds/cars/view/327001087-smart-fortwo?lang=en,Smart,PATRA,ForTwo,26441
1776,  Fiat Doblo '15 ΨΥΓΕΙΟ/ΚΑΤΑΨΥΞΗ - ΕΞ. ΜΠΡΙΖΑ - ΑΡΙΣΤΟ,13999,01/2015,138281,1300,95,Diesel,Manual,Commercial Passenger, XANIA 73100,https://www.car.gr/classifieds/cars/view/331306818-fiat-doblo?lang=en,Fiat,XANIA,Doblo,73100
1777,  Jeep Cherokee '10 Limited sport πληρωμένα τέλη 2023,21000,11/2010,135000,2780,185,Diesel,Automatic,4x4/Jeep/Suv, PATRA 26441,https://www.car.gr/classifieds/cars/view/324158322-jeep-cherokee?lang=en,Jeep,PATRA,Cherokee,26441
1778,  Volkswagen Golf '01,4500,07/2001,244380,1781,180,Petrol,Manual,Compact/Hatchback, TRIPOLI 22100,https://www.car.gr/classifieds/cars/view/326882969-volkswagen-golf?lang=en,Volkswagen,TRIPOLI,Golf,22100
1779,  Seat Leon '10 Cupra dsg,18000,11/2010,166000,1800,420,Petrol,Automatic,Coupe-Sport, AGRINIO 30131,https://www.car.gr/classifieds/cars/view/328851100-seat-leon?lang=en,Cupra,AGRINIO,Unknown,30131
1780,  Fiat Punto Evo '12,8000,12/2012,125000,1250,95,Diesel,Manual,Coupe-Sport, AGRINIO 30131,https://www.car.gr/classifieds/cars/view/328371719-fiat-punto-evo?lang=en,Fiat,AGRINIO,Punto,30131
1781,  Opel Corsa '08  OPC,9500,08/2008,179800,1600,240,Petrol,Manual,Race Car, AGRINIO 30131,https://www.car.gr/classifieds/cars/view/327308117-opel-corsa?lang=en,Opel,AGRINIO,Corsa,30131
1782,  Audi A4 '06 Sline ,11000,10/2006,149000,1800,200,Petrol,Manual,Race Car, AGRINIO 30131,https://www.car.gr/classifieds/cars/view/325918263-audi-a4?lang=en,Audi,AGRINIO,A4,30131
1783,  Toyota Auris '10 Full extra ,8000,10/2010,201000,1400,95,Diesel,Manual,Coupe-Sport, AGRINIO 30131,https://www.car.gr/classifieds/cars/view/330802689-toyota-auris?lang=en,Toyota,AGRINIO,Auris,30131
1784,  Seat Leon '01 Cupra r,9500,10/2001,223000,1800,225,Petrol,Manual,Race Car, AGRINIO 30131,https://www.car.gr/classifieds/cars/view/330672136-seat-leon?lang=en,Cupra,AGRINIO,Unknown,30131
1785,  Volkswagen Golf '07 Gti,12500,11/2007,142000,2000,400,Petrol,Manual,Coupe-Sport, AGRINIO 30131,https://www.car.gr/classifieds/cars/view/328232796-volkswagen-golf?lang=en,Volkswagen,AGRINIO,Golf,30131
1786,  Smart ForTwo '09 Cdi,5800,08/2009,243000,800000,85,Diesel,Automatic,Other, AGRINIO 30131,https://www.car.gr/classifieds/cars/view/328116583-smart-fortwo?lang=en,Smart,AGRINIO,ForTwo,30131
1787,  Audi S3 '10,25000,10/2010,165000,2000,400,Petrol,Automatic,Race Car, AGRINIO 30131,https://www.car.gr/classifieds/cars/view/325244317-audi-s3?lang=en,Audi,AGRINIO,S3,30131
1788,  Smart ForTwo '15 EDITION 1 Full extra ,9990,09/2015,99890,999000,84,Petrol,Manual,Compact/Hatchback, MOYRNIES 73300,https://www.car.gr/classifieds/cars/view/325512954-smart-fortwo?lang=en,Smart,MOYRNIES,ForTwo,73300
1789,  Volkswagen Tiguan '18 ADVANCE ,24990,01/2018,79000,1600,146,Diesel,Manual,4x4/Jeep/Suv, ELEFTHERIO 56334,https://www.car.gr/classifieds/cars/view/331306815-volkswagen-tiguan?lang=en,Volkswagen,ELEFTHERIO,Tiguan,56334
1790,  Mitsubishi Colt '08,4800,01/2008,170000,1300,75,Petrol,Manual,Coupe-Sport, PETROYPOLI 13231,https://www.car.gr/classifieds/cars/view/328942285-mitsubishi-colt?lang=en,Mitsubishi,PETROYPOLI,Colt,13231
1791,  Mini Cooper S '07 ΕΛΕΓΧΟΣ ΣΤΗΝ ΑΝΤΙΠΡΟΣΩΠΕΙΑ,9000,01/2007,120000,1600,178,Petrol,Manual,Coupe-Sport, PETROYPOLI 13231,https://www.car.gr/classifieds/cars/view/330033090-mini-cooper-s?lang=en,Mini,PETROYPOLI,Cooper,13231
1792,  Toyota Aygo '18 ΟΘΟΝΗ ΚΑΜΕΡΑ FULL EXTRA ,11300,11/2018,71500,999000,72,Petrol,Manual,Compact/Hatchback, AXARNES 13671,https://www.car.gr/classifieds/cars/view/331306811-toyota-aygo?lang=en,Toyota,AXARNES,Aygo,13671
1793,  Audi A4 '10 S line,13500,06/2010,238596,1800,163,Petrol,Manual,Limousine/Sedan, FARSALA 40300,https://www.car.gr/classifieds/cars/view/321036934-audi-a4?lang=en,Audi,FARSALA,A4,40300
1794,  Alfa Romeo GT '05  1.8 16V T.Spark Sportiva,4500,01/2005,267000,1767,140,Petrol,Manual,Coupe-Sport, KSYLOKASTRO 20400,https://www.car.gr/classifieds/cars/view/329673383-alfa-romeo-gt?lang=en,Alfa romeo,KSYLOKASTRO,GT,20400
1795,  Citroen C3 '15,7700,09/2015,109000,1000,71,Petrol,Manual,Compact/Hatchback, ATHINA 10444,https://www.car.gr/classifieds/cars/view/327593138-citroen-c3?lang=en,Citroen,ATHINA,C3,10444
1796,  Seat Leon '08  2.0 TFSI FR,8000,01/2008,181000,1984,230,Petrol,Manual,Coupe-Sport, KSYLOKASTRO 20400,https://www.car.gr/classifieds/cars/view/329675608-seat-leon?lang=en,Seat,KSYLOKASTRO,Leon,20400
1797,  Opel Astra '08 Gtc,7500,01/2008,190000,1600,248,Petrol,Manual,Coupe-Sport, PALAIROS 30012,https://www.car.gr/classifieds/cars/view/329584716-opel-astra?lang=en,Opel,PALAIROS,Astra,30012
1798,  Smart ForTwo '16 453,10700,01/2016,113000,999000,90,Petrol,Manual,Other, ARTEMIS 19016,https://www.car.gr/classifieds/cars/view/331268126-smart-fortwo?lang=en,Smart,ARTEMIS,ForTwo,19016
1799,  Renault Captur '18 1.5 dCi Energy Intens(VIDEO),15900,03/2018,119000,1500,90,Diesel,Manual,4x4/Jeep/Suv, VELO 20002,https://www.car.gr/classifieds/cars/view/328036862-renault-captur?lang=en,Renault,VELO,Captur,20002
1800,  Renault Megane '16  ENERGY life,12500,10/2016,96000,1500,90,Diesel,Manual,Limousine/Sedan, VELO 20002,https://www.car.gr/classifieds/cars/view/329489434-renault-megane?lang=en,Renault,VELO,Megane,20002
1801,  Nissan Qashqai '13  1.5 Turbodiesel 360 tekna,13400,01/2013,150000,1500,110,Diesel,Manual,4x4/Jeep/Suv, VELO 20002,https://www.car.gr/classifieds/cars/view/330006118-nissan-qashqai?lang=en,Nissan,VELO,Qashqai,20002
1802,  Renault Captur '20 14Km. BLUE dCi Zen Καινουριο!,22900,09/2020,14000,1500,95,Diesel,Manual,4x4/Jeep/Suv, VELO 20002,https://www.car.gr/classifieds/cars/view/327436888-renault-captur?lang=en,Renault,VELO,Captur,20002
1803,  Renault Clio '16  1.5 dCi Energy Intens,14900,06/2016,103590,1500,110,Diesel,Manual,Compact/Hatchback, VELO 20002,https://www.car.gr/classifieds/cars/view/331304016-renault-clio?lang=en,Renault,VELO,Clio,20002
